Season,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
S06,Darius,1,0,0,0,1,0,0.8,-,1.122222222,6.4,,,-,-,-
S06,Master Yi,1,0,0,1,0,1,2.2,-,1.819444444,4.5,,,-,-,-
S06,Nasus,1,0,0,0,1,0,1.7,-,1.828472222,7.7,678,378,23,588,1531
S06,Singed,1,0,0,1,0,1,,-,0.952777778,8.8,,,-,-,-
S06,Talon,1,0,0,0,1,0,1.4,-,1.357638889,6.6,411,328,4,-186,401
S06,Kled,1,0,0,0,1,0,1.2,-,1.415972222,7.2,401,323,-13,-1285,-1713
S06,Aatrox,0,0,0,,,,,-,0,,,,,,
S06,Fiddlesticks,0,0,0,,,,,-,0,,,,,,
S06,Galio,0,0,0,,,,,-,0,,,,,,
S06,Garen,0,0,0,,,,,-,0,,,,,,
S06,Heimerdinger,0,0,0,,,,,-,0,,,,,,
S06,Katarina,0,0,0,,,,,-,0,,,,,,
S06,Shaco,0,0,0,,,,,-,0,,,,,,
S06,Shyvana,0,0,0,,,,,-,0,,,,,,
S06,Tryndamere,0,0,0,,,,,-,0,,,,,,
S06,Vi,0,0,0,,,,,-,0,,,,,,
S06,Volibear,0,0,0,,,,,-,0,,,,,,
S06,Warwick,0,0,0,,,,,-,0,,,,,,
S06,Wukong,0,0,0,,,,,-,0,,,,,,
S06,Xin Zhao,0,0,0,,,,,-,0,,,,,,
S06,Yorick,0,0,0,,,,,-,0,,,,,,
S06,Ivern,0,0,0,,,,,-,0,,,,,,
S06,Camille,0,0,0,,,,,-,0,,,,,,
S06,Xayah,0,0,0,,,,,-,0,,,,,,
S06,Rakan,0,0,0,,,,,-,0,,,,,,
S06,Kayn,0,0,0,,,,,-,0,,,,,,
S06,Ornn,0,0,0,,,,,-,0,,,,,,
S06,Zoe,0,0,0,,,,,-,0,,,,,,
S06,Kaisa,0,0,0,,,,,-,0,,,,,,
S06,Pyke,0,0,0,,,,,-,0,,,,,,
S06,Neeko,0,0,0,,,,,-,0,,,,,,
S06,Sylas,0,0,0,,,,,-,0,,,,,,
S06,Yuumi,0,0,0,,,,,-,0,,,,,,
S06,Qiyana,0,0,0,,,,,-,0,,,,,,
S06,Senna,0,0,0,,,,,-,0,,,,,,
S06,Aphelios,0,0,0,,,,,-,0,,,,,,
S06,Sett,0,0,0,,,,,-,0,,,,,,
S06,Lillia,0,0,0,,,,,-,0,,,,,,
S06,Yone,0,0,0,,,,,-,0,,,,,,
S06,Samira,0,0,0,,,,,-,0,,,,,,
S06,Seraphine,0,0,0,,,,,-,0,,,,,,
S06,Rell,0,0,0,,,,,-,0,,,,,,
S06,Viego,0,0,0,,,,,-,0,,,,,,
S06,Gwen,0,0,0,,,,,-,0,,,,,,
S06,Akshan,0,0,0,,,,,-,0,,,,,,
S06,Vex,0,0,0,,,,,-,0,,,,,,
S06,Zeri,0,0,0,,,,,-,0,,,,,,
S06,Renata Glasc,0,0,0,,,,,-,0,,,,,,
S05,RekSai,747,523,0.72,379,368,0.51,3.8,3.8,1.55,3.6,245,304,4,194,283
S05,Kalista,353,890,0.71,206,147,0.58,4.1,3.3,1.546527778,8.4,438,385,5.6,-42,-43
S05,Maokai,725,238,0.55,380,345,0.52,3.5,3.6,1.554166667,6.4,319,321,4.9,117,57
S05,Sivir,735,217,0.54,406,329,0.55,4.9,3.7,1.549305556,8.7,532,398,-2.4,-82,-43
S05,Azir,409,537,0.54,208,201,0.51,3.3,3.2,1.580555556,8.7,588,385,1.9,10,45
S05,Thresh,701,228,0.53,363,338,0.52,3.1,3.4,1.540277778,0.9,124,221,1.7,40,93
S05,Gragas,589,325,0.52,296,293,0.5,3.7,3.9,1.563194444,3.1,220,286,0.9,-174,-4
S05,Janna,624,203,0.47,329,295,0.53,4.6,3.8,1.56875,0.5,73,227,-5.2,-158,-47
S05,Rumble,432,336,0.44,222,210,0.51,2.9,3.2,1.591666667,6.2,508,326,-8.3,-82,-154
S05,Gnar,528,235,0.43,271,257,0.51,3.4,3.9,1.570833333,6.9,386,334,2.2,-86,167
S05,Alistar,481,267,0.42,231,250,0.48,3.3,3.8,1.542361111,0.9,91,222,2.8,-7,71
S05,LeBlanc,254,478,0.42,119,135,0.47,3.5,3.3,1.547222222,7.3,591,370,8.4,267,375
S05,Lulu,389,343,0.42,181,208,0.47,3.8,3.6,1.55,6.8,343,334,-1.1,-140,-58
S05,Corki,624,50,0.38,280,344,0.45,4,4,1.615277778,8.4,556,375,5.6,39,185
S05,Ryze,102,482,0.33,53,49,0.52,2.8,3.8,1.498611111,7.2,440,356,7.9,164,-20
S05,Viktor,396,186,0.33,192,204,0.48,3.7,3.7,1.595138889,9.1,601,389,0.3,-87,-154
S05,Hecarim,344,220,0.32,159,185,0.46,3.1,3.8,1.503472222,7.3,367,351,6.2,222,168
S05,Lee Sin,429,109,0.31,188,241,0.44,3.2,3.8,1.575,2.9,218,291,-6.2,-155,-270
S05,Annie,323,196,0.29,178,145,0.55,2.8,3.3,1.578472222,0.6,178,232,-8.9,34,-129
S05,Nidalee,208,309,0.29,114,94,0.55,3.6,3.1,1.547222222,4.1,366,336,24.7,961,1008
S05,Kassadin,230,260,0.28,115,115,0.5,4.3,3.9,1.5375,7.1,522,354,-3,-132,-248
S05,Jarvan IV,372,106,0.27,188,184,0.51,3.4,4.2,1.5875,3.3,241,313,-9.2,-425,-380
S05,Lissandra,174,300,0.27,88,86,0.51,2.9,3.6,1.590277778,7.9,450,364,0.4,-202,-160
S05,Morgana,305,151,0.26,161,144,0.53,3.6,3.4,1.598611111,1.7,194,246,-4.6,2,-222
S05,Nautilus,346,47,0.22,157,189,0.45,2.6,3.8,1.533333333,2.2,207,238,4.6,13,20
S05,Ahri,250,139,0.22,136,114,0.54,4.4,3.5,1.609027778,8.2,554,384,-4.2,101,45
S05,Fizz,209,179,0.22,112,97,0.54,2.8,3.2,1.509027778,6.9,353,356,-10.4,-215,34
S05,Braum,313,51,0.21,143,170,0.46,3.1,3.9,1.565277778,1.1,153,218,3.2,-207,-236
S05,Cassiopeia,152,191,0.19,79,73,0.52,3.3,3.1,1.555555556,8.3,483,381,3.8,-8,-185
S05,Shen,203,121,0.18,103,100,0.51,4.7,3.8,1.550694444,5.9,236,317,3.6,363,272
S05,KogMaw,252,62,0.18,118,134,0.47,3.6,3.7,1.623611111,8,682,368,-2.5,-336,-253
S05,Lucian,283,28,0.18,135,148,0.48,3.4,3.6,1.539583333,8.7,489,382,1.5,-377,-1
S05,Twisted Fate,140,170,0.18,78,62,0.56,3.6,3.4,1.49375,8.4,478,424,-10.8,340,-150
S05,Sejuani,196,110,0.17,106,90,0.54,4.1,4.1,1.530555556,3.4,233,298,1.2,-402,-92
S05,Ekko,169,131,0.17,86,83,0.51,3.8,3.6,1.563194444,4.4,306,312,-1.4,-203,72
S05,Elise,201,97,0.17,113,88,0.56,3.3,4.5,1.579166667,3.1,264,305,-3.5,109,-170
S05,Zed,109,180,0.16,65,44,0.6,3.3,3,1.586805556,8,474,387,-3.2,-15,236
S05,Vayne,235,50,0.16,118,117,0.5,3.7,3.1,1.550694444,7.8,458,370,-1.9,-204,-220
S05,Ezreal,222,58,0.16,111,111,0.5,4.3,3.2,1.55,8.5,766,397,-2.3,130,-249
S05,Xerath,146,112,0.15,66,80,0.45,3.7,3.6,1.65,8.1,875,362,-,-,-
S05,Tristana,232,20,0.14,97,135,0.42,3.6,4.4,1.530555556,8.6,488,395,-7.9,-144,-192
S05,Nunu,188,61,0.14,107,81,0.57,4.3,3.2,1.483333333,2.9,188,298,4.3,346,355
S05,Jinx,229,17,0.14,113,116,0.49,3.8,4.4,1.515277778,8.5,549,402,1.7,288,103
S05,Orianna,217,27,0.14,106,111,0.49,4.1,3.1,1.526388889,8.7,490,385,6.6,66,192
S05,Irelia,149,93,0.14,64,85,0.43,2.8,3.1,1.55,6.8,385,348,-12.3,-232,-11
S05,Graves,214,24,0.13,102,112,0.48,4,2.5,1.566666667,8.4,435,356,-5,321,251
S05,Urgot,89,134,0.13,46,43,0.52,3.5,3.4,1.51875,7.2,459,357,-0.8,148,38
S05,Evelynn,169,50,0.12,69,100,0.41,2.9,4,1.573611111,2.9,274,283,-2.9,-124,-239
S05,Rengar,116,71,0.11,44,72,0.38,2.6,3.3,1.552777778,3,220,291,3.5,525,86
S05,Gangplank,42,126,0.1,25,17,0.6,3.8,3.5,1.633333333,8.2,617,422,-2.6,381,62
S05,Vladimir,99,58,0.09,48,51,0.48,3,3,1.515277778,8.2,547,366,26.8,764,646
S05,Yasuo,78,77,0.09,40,38,0.51,3,3,1.476388889,8.6,457,404,-7.3,-458,-561
S05,Leona,139,8,0.08,63,76,0.45,2.6,3.9,1.597222222,1.2,136,232,6.4,241,-61
S05,Varus,98,49,0.08,49,49,0.5,3.7,3.3,1.636805556,8.2,817,370,-3.3,-350,187
S05,Jayce,85,60,0.08,32,53,0.38,3.2,3.1,1.579861111,8,738,367,-12,-269,-184
S05,Kennen,114,28,0.08,58,56,0.51,2.7,3.1,1.595833333,4.2,304,272,0.4,206,94
S05,Sion,99,41,0.08,54,45,0.55,3,3,1.545138889,6.5,331,326,-19,-1113,-469
S05,Diana,78,49,0.07,39,39,0.5,2.7,3,1.467361111,8.5,475,395,-7.7,-58,78
S05,Nami,123,2,0.07,53,70,0.43,3.7,6,1.594444444,0.4,153,225,-,-,-
S05,Vi,90,17,0.06,49,41,0.54,2.9,3.7,1.573611111,3.3,128,252,-1,-414,-96
S05,Veigar,24,76,0.06,13,11,0.54,3.7,3.2,1.536805556,3.6,395,329,-10.1,-360,-653
S05,Ashe,77,10,0.05,43,34,0.56,3.8,3.1,1.492361111,8,465,377,-2.1,65,-93
S05,Draven,41,37,0.04,22,19,0.54,3.8,2.2,1.45,8.2,475,405,-12,-661,-239
S05,Olaf,54,24,0.04,28,26,0.52,3,3.3,1.561805556,5.8,368,342,-3.5,-121,-299
S05,Caitlyn,67,9,0.04,35,32,0.52,3.6,3.4,1.568055556,8.6,523,376,-1.2,-251,125
S05,Mordekaiser,4,68,0.04,4,0,1,17.8,4,1.391666667,7.5,598,424,20.8,1122,2188
S05,Shyvana,53,15,0.04,25,28,0.47,2.5,4,1.472916667,7.6,408,359,-12,-245,-188
S05,Fiora,36,31,0.04,17,19,0.47,2.3,2.8,1.609027778,7.9,426,365,-6.3,-123,-73
S05,Chogath,38,28,0.04,18,20,0.47,3.1,2.9,1.445833333,8.1,412,342,1.7,-208,-439
S05,Bard,45,20,0.04,18,27,0.4,3.2,3.9,1.580555556,0.6,188,231,-10.4,-743,-237
S05,Syndra,42,22,0.04,18,24,0.43,2.9,3,1.559027778,7.9,476,376,9,785,110
S05,Jax,24,39,0.04,13,11,0.54,2.7,2.5,1.583333333,7.4,342,366,-1,171,274
S05,Riven,40,22,0.04,22,18,0.55,2.6,3.5,1.471527778,8.1,332,389,4.2,271,104
S05,Darius,39,16,0.03,20,19,0.51,2.3,4.4,1.456944444,6.9,317,344,4.5,198,9
S05,Dr. Mundo,46,5,0.03,19,27,0.41,3,4.6,1.649305556,6.9,412,342,19,1113,469
S05,Tahm Kench,21,30,0.03,13,8,0.62,4,3.2,1.632638889,1.3,177,235,2.6,21,225
S05,Karthus,31,15,0.03,19,12,0.61,2.9,3.4,1.618055556,8.7,948,424,20.5,172,594
S05,Malphite,34,12,0.03,18,16,0.53,4.6,3.1,1.576388889,6.5,318,322,-13.8,-342,-162
S05,Twitch,42,3,0.03,14,28,0.33,2.6,4.7,1.60625,6.8,484,303,-29,-1096,-469
S05,Renekton,36,8,0.02,15,21,0.42,2.5,2.6,1.63125,7.7,345,362,8.4,208,334
S05,Trundle,23,12,0.02,13,10,0.57,2.9,2.7,1.475,6.8,295,329,-,-,-
S05,Warwick,12,16,0.02,7,5,0.58,3.6,4.8,1.463194444,2.7,,,-,-,-
S05,Pantheon,16,8,0.01,7,9,0.44,2.3,2.5,1.529166667,2.6,,,-,-,-
S05,KhaZix,23,0,0.01,7,16,0.3,2.3,-,1.55,3.7,378,352,-,-,-
S05,Karma,19,3,0.01,8,11,0.42,3.5,1.7,1.493055556,1.6,271,253,-,-,-
S05,Kayle,12,7,0.01,5,7,0.42,2.2,2.7,1.388194444,6.4,344,363,-,-,-
S05,Anivia,17,1,0.01,9,8,0.53,3,5,1.635416667,8.7,505,368,-6.3,-361,-56
S05,Blitzcrank,13,3,0.01,7,6,0.54,2.7,2.7,1.341666667,0.9,133,198,4,-403,-515
S05,Soraka,10,6,0.01,4,6,0.4,5.5,2.8,1.652777778,0.3,89,279,-,-,-
S05,Zac,14,1,0.01,10,4,0.71,5.3,3,1.5875,2.8,200,289,-23,-1336,-1226
S05,Ziggs,14,1,0.01,3,11,0.21,2.5,5,1.59375,9.2,666,365,25,84,504
S05,Udyr,10,3,0.01,5,5,0.5,4.2,3.7,1.511805556,3.6,,,-,-,-
S05,Nocturne,11,1,0.01,5,6,0.45,2.6,2,1.602777778,4,248,301,-,-,-
S05,Kindred,6,5,0.01,4,2,0.67,2.7,5,1.535416667,5.5,442,342,-2.2,-154,-72
S05,Skarner,10,0,0.01,7,3,0.7,5,-,1.5125,3.2,119,290,4.3,285,2
S05,Sona,8,0,0,3,5,0.38,3.4,-,1.518055556,0.7,,,-,-,-
S05,Lux,6,0,0,2,4,0.33,2.8,-,1.459722222,7.3,226,304,-,-,-
S05,Master Yi,3,3,0,2,1,0.67,3.8,1.7,1.246527778,8.6,352,404,-,-,-
S05,Xin Zhao,6,0,0,3,3,0.5,1.8,-,1.773611111,2.8,201,279,-,-,-
S05,Zilean,5,1,0,2,3,0.4,4.5,2,1.461111111,2.3,595,339,-,-,-
S05,Galio,5,0,0,2,3,0.4,2.1,-,1.595138889,6.4,500,298,-,-,-
S05,Katarina,4,1,0,3,1,0.75,6.2,5,1.770833333,8,,,-,-,-
S05,Poppy,4,1,0,0,4,0,1.1,1,1.235416667,6.5,235,290,-,-,-
S05,Yorick,4,1,0,2,2,0.5,3.1,5,1.484027778,5.5,,,-,-,-
S05,Fiddlesticks,4,0,0,1,3,0.25,2.1,-,1.7625,1.5,,,-,-,-
S05,VelKoz,4,0,0,0,4,0,1.8,-,1.6625,6.4,807,343,-,-,-
S05,Aatrox,1,2,0,1,0,1,10,2.5,1.380555556,3,,,-,-,-
S05,Amumu,3,0,0,0,3,0,1.2,-,1.459722222,3.5,160,278,-,-,-
S05,Singed,3,0,0,2,1,0.67,6.8,-,1.670138889,7.1,,,-,-,-
S05,Volibear,3,0,0,1,2,0.33,1.3,-,1.523611111,2.5,171,246,-,-,-
S05,Brand,2,0,0,0,2,0,1.7,-,1.273611111,3.9,477,245,-19,-449,-861
S05,Quinn,2,0,0,0,2,0,0.4,-,1.123611111,7.6,,,-,-,-
S05,Shaco,1,1,0,1,0,1,,6,1.484027778,6.7,,,-,-,-
S05,Taric,2,0,0,1,1,0.5,1.3,-,1.479861111,0.9,90,210,-,-,-
S05,Wukong,2,0,0,2,0,1,3.2,-,1.590972222,2.8,209,261,-,-,-
S05,Garen,1,0,0,0,1,0,0.6,-,1.488888889,8,,,-,-,-
S05,Malzahar,1,0,0,1,0,1,3.7,-,1.279861111,8.4,,,-,-,-
S05,Miss Fortune,1,0,0,0,1,0,0.1,-,1.061111111,6.9,,,-,-,-
S05,Rammus,1,0,0,0,1,0,0.5,-,1.066666667,2.4,105,227,-,-,-
S05,Swain,1,0,0,0,1,0,1.2,-,1.963194444,6.3,,,-,-,-
S05,Talon,1,0,0,0,1,0,1.5,-,1.660416667,5.4,,,-,-,-
S05,Akali,0,0,0,,,,,-,0,,,,,,
S05,Heimerdinger,0,0,0,,,,,-,0,,,,,,
S05,Nasus,0,0,0,,,,,-,0,,,,,,
S05,Teemo,0,0,0,,,,,-,0,,,,,,
S05,Tryndamere,0,0,0,,,,,-,0,,,,,,
S05,Zyra,0,0,0,,,,,-,0,,,,,,
S05,Illaoi,0,0,0,,,,,-,0,,,,,,
S05,Jhin,0,0,0,,,,,-,0,,,,,,
S05,Aurelion Sol,0,0,0,,,,,-,0,,,,,,
S05,Taliyah,0,0,0,,,,,-,0,,,,,,
S05,Kled,0,0,0,,,,,-,0,,,,,,
S05,Ivern,0,0,0,,,,,-,0,,,,,,
S05,Camille,0,0,0,,,,,-,0,,,,,,
S05,Xayah,0,0,0,,,,,-,0,,,,,,
S05,Rakan,0,0,0,,,,,-,0,,,,,,
S05,Kayn,0,0,0,,,,,-,0,,,,,,
S05,Ornn,0,0,0,,,,,-,0,,,,,,
S05,Zoe,0,0,0,,,,,-,0,,,,,,
S05,Kaisa,0,0,0,,,,,-,0,,,,,,
S05,Pyke,0,0,0,,,,,-,0,,,,,,
S05,Neeko,0,0,0,,,,,-,0,,,,,,
S05,Sylas,0,0,0,,,,,-,0,,,,,,
S05,Yuumi,0,0,0,,,,,-,0,,,,,,
S05,Qiyana,0,0,0,,,,,-,0,,,,,,
S05,Senna,0,0,0,,,,,-,0,,,,,,
S05,Aphelios,0,0,0,,,,,-,0,,,,,,
S05,Sett,0,0,0,,,,,-,0,,,,,,
S05,Lillia,0,0,0,,,,,-,0,,,,,,
S05,Yone,0,0,0,,,,,-,0,,,,,,
S05,Samira,0,0,0,,,,,-,0,,,,,,
S05,Seraphine,0,0,0,,,,,-,0,,,,,,
S05,Rell,0,0,0,,,,,-,0,,,,,,
S05,Viego,0,0,0,,,,,-,0,,,,,,
S05,Gwen,0,0,0,,,,,-,0,,,,,,
S05,Akshan,0,0,0,,,,,-,0,,,,,,
S05,Vex,0,0,0,,,,,-,0,,,,,,
S05,Zeri,0,0,0,,,,,-,0,,,,,,
S05,Renata Glasc,0,0,0,,,,,-,0,,,,,,
