Season,Tourament_type,Tourament_Name,Region,Game_No,Game_Duration,First_Gane,Last_Game
S06,LMS,LMS Spring Playoffs 2016,TW,11,12:06:00,Friday 15 April 2016,Sunday 17 April 2016
S05,Mid-Season,Mid-Season Invitational 2015,WR,28,09:26:00,Thursday 7 May 2015,Sunday 10 May 2015
S05,NA,NA LCS Spring 2015,NA,92,13:55:00,Sunday 25 January 2015,Monday 30 March 2015
S05,NA,NA LCS Spring Playoffs 2015,NA,25,11:21:00,Saturday 4 April 2015,Sunday 19 April 2015
S05,NA,NA LCS Spring Promotion 2015,NA,7,15:21:00,Sunday 6 September 2015,Monday 7 September 2015
S05,NA,NA LCS Summer 2015,NA,93,14:55:00,Saturday 30 May 2015,Sunday 26 July 2015
S05,NA,NA LCS Summer Playoffs 2015,NA,21,14:51:00,Saturday 8 August 2015,Sunday 23 August 2015
S05,NA,NA Regional Qualifiers 2015,NA,14,11:54:00,Saturday 29 August 2015,Monday 31 August 2015
S05,OGN Champions,OGN Champions Preseason 2015,KR,36,13:05:00,Wednesday 3 December 2014,Saturday 20 December 2014
S05,World Championship,World Championship 2015,WR,73,11:58:00,Thursday 1 October 2015,Saturday 31 October 2015
S05,Champions,Champions Spring 2015,KR,128,16:15:00,Wednesday 7 January 2015,Saturday 11 April 2015
S05,IWC,IWC Turkey 2015,WR,16,12:53:00,Wednesday 26 August 2015,Saturday 29 August 2015
S05,LCK,LCK Summer 2015,KR,217,14:40:00,Wednesday 20 May 2015,Thursday 13 August 2015
S05,LCK,LCK Regional Qualifier 2015,KR,12,13:49:00,Wednesday 2 September 2015,Saturday 5 September 2015
S05,LPL,LPL Spring Playoffs 2015,CN,32,10:24:00,Tuesday 14 April 2015,Sunday 26 April 2015
S05,LPL,LPL Summer Playoffs 2015,CN,37,10:48:00,Tuesday 11 August 2015,Sunday 23 August 2015
S05,EU LCS,EU LCS Summer 2015,EUW,91,13:45:00,Thursday 28 May 2015,Friday 24 July 2015
S05,LCK,LCK Summer Playoffs 2015,KR,14,12:39:00,Sunday 16 August 2015,Saturday 29 August 2015
S05,EU LCS,EU LCS Summer Playoffs 2015,EUW,23,13:51:00,Saturday 8 August 2015,Sunday 23 August 2015
S05,IEM,IEM San Jose 2014,WR,12,14:07:00,Saturday 6 December 2014,Sunday 7 December 2014
S05,EU LCS,EU LCS Spring Promotion 2015,EUW,8,09:48:00,Saturday 5 September 2015,Saturday 5 September 2015
S05,EU LCS,EU LCS Spring Playoffs 2015,EUW,27,11:49:00,Saturday 4 April 2015,Sunday 19 April 2015
S05,EU Regional,EU Regional Qualifiers 2015,EUW,11,13:01:00,Saturday 29 August 2015,Monday 31 August 2015
S05,IWC,IWC Desafio 2015,WR,9,18:57:00,Saturday 29 August 2015,Saturday 5 September 2015
S05,IEM,IEM San Jose 2015,WR,11,15:33:00,Saturday 21 November 2015,Monday 23 November 2015
S05,LPL,LPL Regional Qualifiers 2015,CN,14,17:00:00,Friday 4 September 2015,Saturday 5 September 2015
S05,LMS,LMS Summer Playoffs 2015,TW,11,14:49:00,Friday 24 July 2015,Sunday 26 July 2015
S05,International,International Wildcard 2015,WR,7,18:20:00,Friday 24 April 2015,Saturday 25 April 2015
S05,EU LCS,EU LCS Spring 2015,EUW,91,15:15:00,Friday 23 January 2015,Saturday 28 March 2015
S05,LPL,LPL Summer 2015,CN,264,11:52:00,Friday 22 May 2015,Sunday 9 August 2015
S05,IEM,IEM Cologne 2014,WR,14,14:36:00,Friday 19 December 2014,Sunday 21 December 2014
S05,LCK,LCK Spring Playoffs 2015,KR,11,13:34:00,Friday 17 April 2015,Saturday 2 May 2015
S05,LPL,LPL Spring 2015,CN,264,12:23:00,Friday 16 January 2015,Sunday 12 April 2015
S05,LMS,LMS Regional 2015,TW,13,13:23:00,Friday 14 August 2015,Sunday 16 August 2015
S05,IEM,IEM Katowice 2015,WR,19,11:42:00,Friday 13 March 2015,Sunday 15 March 2015
S05,LCK,LCK Spring Promotion 2015,KR,8,13:05:00,Friday 11 September 2015,Saturday 12 September 2015
S05,LMS,LMS Spring Playoffs 2015,TW,10,16:54:00,Friday 10 April 2015,Sunday 12 April 2015
