Season,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
S08,Master Yi Master Yi,28,73,2%,9,19,32%,2.5,3.8,28:56:00,10.5,456,460,55.6,823,1013
S08,Evelynn Evelynn,32,68,2%,13,19,41%,2.4,3.7,36:02:00,4.9,360,330,-4.3,117,324
S08,Xerath Xerath,44,50,2%,20,24,45%,4.8,4.6,36:10:00,8.3,776,385,-5.5,-60,-113
S08,Riven Riven,39,47,2%,20,19,51%,2.6,5.2,33:18:00,9.4,366,416,3.3,-189,-60
S08,Vayne Vayne,63,23,2%,32,31,51%,3.3,7.3,34:02:00,9.8,562,433,-0.5,-301,-22
S08,Karthus Karthus,53,32,2%,21,32,40%,2.5,5.3,32:41:00,9.8,701,422,33.8,648,1068
S08,Brand Brand,43,38,2%,22,21,51%,3.1,5.4,34:59:00,5.5,529,336,-5.4,84,122
S08,Malphite Malphite,52,27,2%,22,30,42%,2.4,8.2,33:56:00,8.1,368,363,-14.2,-639,-347
S08,Bard Bard,51,21,2%,23,28,45%,3,7.2,33:37:00,1,248,257,-18.9,-86,148
S08,Ekko Ekko,49,22,2%,23,26,47%,3.2,7,33:34:00,8.9,447,413,0.1,233,192
S08,Fizz Fizz,29,37,1%,16,13,55%,3.2,7.4,33:59:00,8.4,416,400,-2.7,-62,182
S08,Shyvana Shyvana,37,24,1%,10,27,27%,2.3,8.2,35:40:00,6.6,287,352,25.1,470,730
S08,Nami Nami,50,8,1%,29,21,58%,4.3,7.6,33:06:00,0.5,170,246,-13.1,-91,34
S08,Blitzcrank Blitzcrank,42,15,1%,19,23,45%,2.6,7.9,34:33:00,1.5,150,242,1.7,-35,-260
S08,Ahri Ahri,27,25,1%,14,13,52%,3,4.9,36:48:00,8.4,523,391,-10.3,-397,-72
S08,Elise Elise,37,12,1%,15,22,41%,2.2,8.4,32:11:00,4.7,315,322,-6.2,-217,-231
S08,Ivern Ivern,26,19,1%,13,13,50%,4.5,5.5,37:59:00,4.1,168,297,-5.8,-24,7
S08,Twisted Fate Twisted Fate,33,10,1%,18,15,55%,5,7.7,31:46:00,9,433,433,-0.8,692,222
S08,Nautilus Nautilus,34,5,1%,12,22,35%,2.4,4.4,32:17:00,3.4,186,267,5.8,-142,-104
S08,Twitch Twitch,25,9,1%,11,14,44%,4.1,7.2,34:08:00,9.1,572,414,-10.1,-426,-188
S08,Quinn Quinn,20,12,1%,7,13,35%,2.2,7.9,35:46:00,9.3,509,410,-3.3,-161,55
S08,Yorick Yorick,14,17,1%,5,9,36%,1.6,6.5,36:12:00,9.5,470,400,6.8,-183,31
S08,Zed Zed,16,15,1%,8,8,50%,3.6,8.3,32:58:00,8.5,529,424,7.2,573,413
S08,Hecarim Hecarim,18,7,1%,12,6,67%,2.5,7.4,33:23:00,6.7,348,379,5.7,210,394
S08,Zyra Zyra,20,4,1%,8,12,40%,1.6,8.8,31:36:00,1,391,266,-8.4,-94,-156
S08,Warwick Warwick,16,7,0%,8,8,50%,2.3,6.9,34:40:00,4.8,208,330,6.8,93,-4
S08,Kayn Kayn,16,5,0%,6,10,38%,2,8,31:14:00,5.6,291,336,-9.5,-82,-199
S08,Katarina Katarina,3,13,0%,2,1,67%,3.9,3.6,28:26:00,7.7,457,395,-20.7,-363,-430
S08,Kayle Kayle,7,7,0%,4,3,57%,3.2,4.9,31:07:00,12.6,435,499,40,816,1130
S08,Nasus Nasus,11,3,0%,5,6,45%,1.8,8.7,31:38:00,9.1,459,402,-2.6,-519,-163
S08,Wukong Wukong,9,1,0%,6,3,67%,2.6,8,34:27:00,8.1,413,397,-18.3,-287,-457
S08,Volibear Volibear,6,3,0%,3,3,50%,2.2,4,34:30:00,5.7,247,306,-1,24,-358
S08,Lux Lux,6,1,0%,3,3,50%,4.1,9,31:22:00,6.2,452,356,18.2,828,858
S08,Teemo Teemo,6,1,0%,5,1,83%,2.6,9,34:53:00,9.5,736,425,14.7,632,549
S08,Pantheon Pantheon,4,1,0%,2,2,50%,2.8,1,33:15:00,6.4,353,365,-27.2,-129,-995
S08,Sona Sona,2,3,0%,2,0,100%,6,6.3,33:19:00,0.7,333,314,-10.5,292,-170
S08,Garen Garen,2,2,0%,0,2,0%,2.1,3.5,28:08:00,7.6,502,395,12,-350,-102
S08,Udyr Udyr,2,2,0%,0,2,0%,1.9,7.5,29:30:00,4.7,121,295,8,-400,-289
S08,Shaco Shaco,2,1,0%,2,0,100%,2.9,2,37:32:00,6.2,587,462,25.5,1520,1722
S08,Amumu Amumu,1,1,0%,0,1,0%,1,3,26:51:00,4.5,145,272,-45,-775,-1575
S08,Annie Annie,1,1,0%,0,1,0%,0.2,5,27:05:00,7.3,305,334,-10,-496,-1203
S08,Rammus Rammus,2,0,0%,2,0,100%,2.9,-,32:55:00,5.2,647,401,3,796,557
S08,Vi Vi,1,1,0%,0,1,0%,0.4,3,31:33:00,3.7,264,275,1,-2450,-632
S08,Diana Diana,1,0,0%,1,0,100%,4,-,32:55:00,11.1,498,504,-7,535,226
S08,Tryndamere Tryndamere,1,0,0%,1,0,100%,5,-,33:28:00,12.1,569,509,23,550,1078
S08,Neeko Neeko,0,0,0%,,,,,-,00:00,,,,,,
S08,Sylas Sylas,0,0,0%,,,,,-,00:00,,,,,,
S08,Yuumi Yuumi,0,0,0%,,,,,-,00:00,,,,,,
S08,Qiyana Qiyana,0,0,0%,,,,,-,00:00,,,,,,
S08,Senna Senna,0,0,0%,,,,,-,00:00,,,,,,
S08,Aphelios Aphelios,0,0,0%,,,,,-,00:00,,,,,,
S08,Sett Sett,0,0,0%,,,,,-,00:00,,,,,,
S08,Lillia Lillia,0,0,0%,,,,,-,00:00,,,,,,
S08,Yone Yone,0,0,0%,,,,,-,00:00,,,,,,
S08,Samira Samira,0,0,0%,,,,,-,00:00,,,,,,
S08,Seraphine Seraphine,0,0,0%,,,,,-,00:00,,,,,,
S08,Rell Rell,0,0,0%,,,,,-,00:00,,,,,,
S08,Viego Viego,0,0,0%,,,,,-,00:00,,,,,,
S08,Gwen Gwen,0,0,0%,,,,,-,00:00,,,,,,
S08,Akshan Akshan,0,0,0%,,,,,-,00:00,,,,,,
S08,Vex Vex,0,0,0%,,,,,-,00:00,,,,,,
S08,Zeri Zeri,0,0,0%,,,,,-,00:00,,,,,,
S08,Renata Glasc Renata Glasc,0,0,0%,,,,,-,00:00,,,,,,
S07,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
S07,LeBlanc LeBlanc,297,1718,65%,157,140,53%,4,4.4,34:54:00,7.9,548,389,1.8,224,250
S07,Syndra Syndra,750,1194,63%,403,347,54%,3.3,6.1,36:45:00,9.1,545,407,6.5,165,34
S07,Elise Elise,760,1146,62%,402,358,53%,2.8,4.5,36:04:00,4.3,321,341,-5.6,49,-125
S07,Varus Varus,1060,715,57%,507,553,48%,3.6,5,36:41:00,8.8,506,397,2.8,48,-12
S07,Shen Shen,668,1015,54%,336,332,50%,3.9,5.3,36:43:00,8.1,325,370,-7.3,-237,-98
S07,Thresh Thresh,789,841,53%,416,373,53%,3.4,5.3,35:37:00,1.1,124,256,3.8,7,-9
S07,Caitlyn Caitlyn,659,966,52%,324,335,49%,3.2,4.6,36:05:00,9.4,522,411,4,137,-7
S07,Camille Camille,353,1199,50%,196,157,56%,2.8,4.4,34:54:00,8,403,388,-3.1,2,-27
S07,Orianna Orianna,868,681,50%,427,441,49%,3.8,7,36:27:00,9,501,403,3.7,34,36
S07,Gragas Gragas,1083,423,49%,545,538,50%,3.3,5.5,35:42:00,5.2,282,331,-2.1,-174,-75
S07,Rumble Rumble,626,793,46%,297,329,47%,2.5,5.4,36:24:00,8.1,569,374,2.9,42,-11
S07,Ashe Ashe,995,403,45%,496,499,50%,3.8,6.3,36:20:00,8.7,435,396,-0.2,-11,-24
S07,Rengar Rengar,461,859,43%,247,214,54%,2.8,4.2,36:02:00,5.2,288,354,10.1,146,83
S07,Zac Zac,167,1141,42%,102,65,61%,4.9,3.5,34:40:00,4.3,205,332,1.9,-134,-32
S07,Jayce Jayce,406,900,42%,199,207,49%,2.8,5,36:07:00,8.6,569,394,5.5,149,3
S07,Karma Karma,841,424,41%,383,458,46%,3.7,6.4,36:17:00,1.9,213,268,-2.4,-102,-50
S07,Galio Galio,429,827,41%,223,206,52%,3.9,4.4,35:07:00,7.4,350,355,-5.2,-85,-60
S07,Lee Sin Lee Sin,825,385,39%,401,424,49%,3,5.6,36:27:00,4.3,232,335,-1.7,23,-78
S07,Taliyah Taliyah,570,638,39%,288,282,51%,3.8,5.9,35:52:00,8.8,588,403,-3.3,0,-14
S07,Zyra Zyra,550,646,39%,255,295,46%,2.6,5.5,37:30:00,0.8,369,273,-6.8,71,40
S07,Cassiopeia Cassiopeia,469,703,38%,249,220,53%,3.5,6.8,35:49:00,8.6,478,399,4.5,60,-16
S07,Maokai Maokai,774,390,38%,398,376,51%,3.3,5.8,36:26:00,7,371,346,-3.3,-121,-84
S07,Malzahar Malzahar,414,736,37%,235,179,57%,2.7,3.9,37:32:00,1.8,300,291,-2.7,-15,-26
S07,Lulu Lulu,722,413,37%,349,373,48%,3.8,6.2,36:09:00,0.8,128,264,-2.9,-83,-36
S07,KhaZix KhaZix,811,322,37%,424,387,52%,3.3,5.8,36:43:00,4.6,334,346,-3.4,-95,-91
S07,Kalista Kalista,455,672,36%,244,211,54%,3.9,4.2,34:56:00,9.1,435,419,4.1,144,8
S07,Graves Graves,564,450,33%,245,319,43%,2.8,4.6,37:04:00,5.5,360,358,4.1,81,176
S07,Jarvan IV Jarvan IV,699,308,33%,374,325,54%,3.6,5.5,35:21:00,6.8,318,359,-2.6,-33,-106
S07,Jhin Jhin,751,249,32%,392,359,52%,5.6,6.9,36:36:00,8.4,499,392,-2.3,-9,22
S07,Renekton Renekton,538,413,31%,263,275,49%,2.7,7.6,36:09:00,8.9,361,391,12.7,473,303
S07,Corki Corki,662,234,29%,315,347,48%,3.5,7.2,36:33:00,9.3,653,415,0.2,-38,-41
S07,Braum Braum,650,228,28%,331,319,51%,3.4,7,35:28:00,1.4,143,264,5.9,-16,-24
S07,Kennen Kennen,269,585,28%,115,154,43%,2.2,5.5,34:51:00,8.4,442,391,6.3,142,78
S07,Ryze Ryze,361,483,27%,170,191,47%,3.2,5.1,35:40:00,9,415,403,-2.1,-94,-83
S07,RekSai RekSai,569,267,27%,252,317,44%,2.8,6,36:05:00,4.7,236,338,8.5,207,256
S07,Tahm Kench Tahm Kench,449,365,26%,221,228,49%,2.7,6.9,36:24:00,1.5,125,260,8.6,8,20
S07,Rakan Rakan,382,379,25%,190,192,50%,3.7,5.1,35:20:00,0.6,145,272,-10.6,-38,-33
S07,Nautilus Nautilus,529,181,23%,286,243,54%,3.4,6.9,36:29:00,7,333,345,-2.2,-88,-35
S07,Xayah Xayah,434,266,23%,209,225,48%,4.1,4.9,35:38:00,9.4,559,414,-1.5,-13,50
S07,Fiora Fiora,160,489,21%,73,87,46%,2,6.5,35:22:00,9.1,456,409,1.2,12,25
S07,Tristana Tristana,454,191,21%,236,218,52%,4.3,5.6,34:56:00,9.7,576,429,-2.9,-71,20
S07,Lucian Lucian,320,315,20%,149,171,47%,3.4,6.8,34:43:00,8.9,509,405,5.5,146,99
S07,KogMaw KogMaw,303,310,20%,143,160,47%,3.3,5,36:04:00,9.1,634,404,-5.8,-318,-221
S07,Gnar Gnar,294,258,18%,152,142,52%,2.7,7.2,36:09:00,8.3,466,382,5.5,85,126
S07,Chogath Chogath,252,253,16%,132,120,52%,2.9,5.4,35:02:00,7.3,378,359,-1.4,-129,40
S07,Ezreal Ezreal,381,100,16%,194,187,51%,4.4,6.7,36:49:00,8.6,587,400,-0.1,-21,32
S07,Ivern Ivern,181,285,15%,93,88,51%,4.5,4.3,36:13:00,3.1,158,319,-17.2,-128,180
S07,Kled Kled,246,213,15%,129,117,52%,3.3,6.6,35:18:00,8.3,388,378,-5,-127,-104
S07,Sejuani Sejuani,299,156,15%,149,150,50%,4.1,5.5,35:34:00,4.2,235,324,-2,-38,34
S07,Kassadin Kassadin,163,291,15%,86,77,53%,3.8,6.2,33:55:00,8.2,535,392,-4.2,-169,-39
S07,Alistar Alistar,274,168,14%,129,145,47%,3.1,6.7,34:55:00,1.2,128,263,3.5,-27,-36
S07,Vladimir Vladimir,169,185,11%,65,104,38%,2.6,7.1,35:27:00,8.5,527,378,-0.8,-248,-282
S07,Ahri Ahri,213,140,11%,114,99,54%,3.8,8.2,37:17:00,8.6,517,397,-5.7,-94,3
S07,Twitch Twitch,184,149,11%,108,76,59%,4.5,6.1,35:23:00,8.6,601,412,-8.8,-224,-65
S07,Blitzcrank Blitzcrank,146,161,10%,90,56,62%,3.3,7,34:41:00,1.2,157,276,2.4,125,-41
S07,Nami Nami,210,92,10%,90,120,43%,3.7,8.6,36:44:00,0.6,143,253,-2.7,-125,-48
S07,Ekko Ekko,158,141,10%,76,82,48%,2.6,7.3,36:49:00,8.9,433,402,-2.7,-38,183
S07,Poppy Poppy,206,90,10%,87,119,42%,2.9,7.7,36:58:00,7.6,357,350,-5.7,-203,-105
S07,Fizz Fizz,96,199,10%,57,39,59%,3.4,5.5,35:20:00,8.1,398,388,-0.8,89,202
S07,Olaf Olaf,150,141,9%,74,76,49%,3.2,5,36:32:00,4.7,297,337,5,16,9
S07,Viktor Viktor,228,54,9%,92,136,40%,2.9,8,36:55:00,9,609,394,-1.6,-233,-71
S07,Miss Fortune Miss Fortune,150,122,9%,70,80,47%,2.9,7,38:40:00,2.9,423,315,6.8,162,53
S07,Janna Janna,164,93,8%,106,58,65%,5.8,6.2,35:31:00,0.6,68,315,-2.1,297,135
S07,Sivir Sivir,172,64,8%,71,101,41%,3.8,8.3,36:37:00,10,571,418,-1,-78,0
S07,Jax Jax,91,128,7%,41,50,45%,2.1,7.4,34:28:00,8.7,377,396,3.6,136,60
S07,Talon Talon,76,139,7%,38,38,50%,2.8,6.3,35:39:00,8.4,482,393,-7.6,-14,-109
S07,Bard Bard,133,80,7%,71,62,53%,3.5,8.1,35:05:00,0.7,231,267,-8,-104,156
S07,Zed Zed,75,120,6%,46,29,61%,3.6,7.7,36:37:00,8.1,531,402,-9.3,-127,-100
S07,Trundle Trundle,110,72,6%,56,54,51%,3.3,8.4,36:27:00,6.3,269,344,8.2,212,101
S07,Aurelion Sol Aurelion Sol,44,117,5%,31,13,70%,6.3,5,37:40:00,8.6,569,415,-9.3,82,-13
S07,Morgana Morgana,103,57,5%,56,47,54%,4.1,7.5,35:39:00,0.8,217,291,-9.2,128,48
S07,Taric Taric,104,47,5%,50,54,48%,4.1,8.3,34:09:00,1,74,275,2.7,-73,87
S07,Nidalee Nidalee,79,70,5%,38,41,48%,3.4,6.5,35:34:00,5.6,368,367,14.2,421,594
S07,Ziggs Ziggs,68,76,5%,33,35,49%,3.3,5.1,37:15:00,8.9,595,400,-7.2,27,-7
S07,Gangplank Gangplank,60,62,4%,28,32,47%,3.1,8,36:56:00,9.1,621,447,2.2,468,-85
S07,Zilean Zilean,58,38,3%,28,30,48%,4.5,5.7,38:08:00,5.7,346,344,-3,-109,312
S07,Katarina Katarina,37,58,3%,17,20,46%,2.6,7.5,37:07:00,8,464,388,-6.9,-68,-30
S07,Brand Brand,37,38,2%,16,21,43%,2.4,7.5,37:27:00,0.7,448,274,-7.6,105,-12
S07,Warwick Warwick,50,24,2%,24,26,48%,2.7,6.8,34:44:00,4.6,211,341,0.2,-30,18
S07,Twisted Fate Twisted Fate,36,37,2%,14,22,39%,2.6,6.8,35:03:00,8.3,487,423,-14.5,388,-109
S07,Kayn Kayn,36,31,2%,17,19,47%,2.8,5.1,34:27:00,5.2,395,356,16,99,192
S07,Nunu Nunu,39,21,2%,17,22,44%,3.2,5.1,35:44:00,3.5,161,317,-14.6,-386,-388
S07,Swain Swain,33,25,2%,18,15,55%,2.2,7.5,35:09:00,7.7,540,365,3,-62,11
S07,Sion Sion,23,34,2%,11,12,48%,2.5,6.7,38:53:00,6.4,354,332,-3.9,-83,-33
S07,Illaoi Illaoi,15,39,2%,9,6,60%,1.4,6.5,32:56:00,9.2,553,403,-0.8,242,316
S07,Anivia Anivia,22,28,2%,9,13,41%,3.1,6.4,35:25:00,8.4,539,390,-3.1,-89,324
S07,Azir Azir,42,7,2%,16,26,38%,2.9,7.6,38:09:00,9,554,396,-2.9,-183,2
S07,Singed Singed,25,20,1%,13,12,52%,3.1,7.7,37:04:00,7.6,374,359,1.1,56,386
S07,Soraka Soraka,26,14,1%,13,13,50%,3.4,7.3,32:48:00,0.4,101,268,-3,-72,-62
S07,Yasuo Yasuo,15,24,1%,7,8,47%,2.5,5.7,36:30:00,9,352,387,9.2,49,-353
S07,Darius Darius,7,21,1%,4,3,57%,3.8,8.2,36:40:00,8.3,419,445,25.8,1108,552
S07,Nocturne Nocturne,15,13,1%,10,5,67%,3.3,8.5,35:31:00,5.1,401,367,9.6,283,477
S07,Draven Draven,18,9,1%,8,10,44%,3.1,6.7,34:44:00,8.3,407,420,-4.9,-88,-42
S07,Jinx Jinx,20,5,1%,10,10,50%,6,8,35:42:00,9.5,621,425,-3.2,-89,-117
S07,VelKoz VelKoz,15,9,1%,7,8,47%,7.6,7.1,36:24:00,7.6,727,379,0.1,7,184
S07,Vayne Vayne,20,2,1%,12,8,60%,4.2,8.5,33:09:00,9,501,424,4.8,-289,68
S07,Leona Leona,17,4,1%,13,4,76%,4.5,8.3,34:46:00,1.4,109,283,12.6,337,366
S07,Akali Akali,12,8,1%,5,7,42%,1.6,7.3,33:41:00,8.1,396,392,-1.1,-277,-144
S07,Lissandra Lissandra,14,4,1%,5,9,36%,3,9.5,37:35:00,8.8,492,394,-3,244,-145
S07,Dr. Mundo Dr. Mundo,11,6,1%,4,7,36%,2.7,8.3,35:16:00,7.8,422,357,3.5,-227,90
S07,Evelynn Evelynn,10,7,1%,5,5,50%,7.2,7.4,34:07:00,4.3,482,355,-1,320,201
S07,Mordekaiser Mordekaiser,9,8,1%,6,3,67%,2.5,6,34:06:00,7.8,444,376,-10.1,178,78
S07,Sona Sona,13,4,1%,6,7,46%,3.3,9.5,32:26:00,0.6,178,275,-2.9,-23,261
S07,Hecarim Hecarim,13,3,1%,8,5,62%,3.6,9,32:10:00,5.7,334,376,9.8,259,284
S07,Karthus Karthus,10,5,0%,5,5,50%,2.3,5.8,35:30:00,8.6,711,397,-5.3,-244,24
S07,Vi Vi,9,6,0%,6,3,67%,2.8,4.5,37:04:00,4.1,227,341,-16,-229,-639
S07,Kayle Kayle,9,4,0%,5,4,56%,2.5,8.5,29:34:00,7.4,359,373,0.1,-146,357
S07,Yorick Yorick,5,6,0%,1,4,20%,2.3,3.7,40:26:00,7.4,591,369,-2.4,-67,-101
S07,Irelia Irelia,8,1,0%,3,5,38%,1.7,7,31:31:00,7.5,375,355,-3.2,-417,-378
S07,Nasus Nasus,5,4,0%,3,2,60%,3.3,9,29:36:00,9.3,598,431,-5.2,134,-41
S07,Fiddlesticks Fiddlesticks,6,2,0%,1,5,17%,2,5.5,37:59:00,1.7,310,270,17.3,326,466
S07,Urgot Urgot,5,3,0%,1,4,20%,0.5,6.3,29:39:00,8.2,364,338,9.8,-276,-272
S07,Xerath Xerath,5,2,0%,1,4,20%,3.9,8.5,39:36:00,7.9,923,377,-3.4,-164,7
S07,Kindred Kindred,6,1,0%,0,6,0%,1.2,9,30:31:00,4.8,249,302,-31,-703,-884
S07,Aatrox Aatrox,2,4,0%,0,2,0%,1.1,4.8,35:33:00,7.8,374,357,-2,-268,-158
S07,Heimerdinger Heimerdinger,5,1,0%,3,2,60%,3.1,1,31:08:00,7.2,749,437,11.5,-281,71
S07,Lux Lux,5,1,0%,1,4,20%,2.3,9,30:11:00,4,370,316,0.2,-315,-155
S07,Rammus Rammus,4,2,0%,3,1,75%,5.7,8.5,33:17:00,4.2,249,328,3.8,240,239
S07,Riven Riven,5,1,0%,1,4,20%,1.5,7,34:44:00,7.9,302,357,-5,-327,-127
S07,Shaco Shaco,5,0,0%,1,4,20%,1.4,-,33:00:00,4.8,360,349,-6.2,-509,-211
S07,Skarner Skarner,3,2,0%,2,1,67%,5.1,8.5,48:05:00,3.8,142,321,1.5,-112,208
S07,Pantheon Pantheon,4,0,0%,1,3,25%,1.1,-,35:24:00,5.2,306,326,-7.5,-404,-861
S07,Amumu Amumu,1,2,0%,0,1,0%,1,9,42:46:00,4.6,184,274,16,-959,-1232
S07,Garen Garen,1,2,0%,0,1,0%,3.4,5.5,33:07:00,4.9,311,374,-6,941,-1177
S07,Malphite Malphite,3,0,0%,1,2,33%,2.6,-,24:40:00,5.7,367,324,-5.3,-536,-491
S07,Shyvana Shyvana,3,0,0%,0,3,0%,2.5,-,34:28:00,5.6,278,321,-5,-10,-468
S07,Annie Annie,2,0,0%,0,2,0%,1.1,-,37:41:00,0.7,228,246,4.5,-223,102
S07,Volibear Volibear,1,1,0%,0,1,0%,2.4,10,33:35:00,2.9,334,325,-23,334,-849
S07,Diana Diana,0,1,0%,,,,,10,00:00,,,,,,
S07,Master Yi Master Yi,1,0,0%,0,1,0%,2.2,-,29:04:00,6.8,533,408,-9,-433,521
S07,Teemo Teemo,1,0,0%,0,1,0%,0.3,-,29:20:00,6.4,417,312,-29,-1791,-1484
S07,Veigar Veigar,1,0,0%,0,1,0%,0.4,-,29:11:00,0.4,138,221,-16,-93,30
S07,Wukong Wukong,1,0,0%,0,1,0%,1.3,-,25:48:00,7.6,335,343,1,178,-237
S07,Xin Zhao Xin Zhao,1,0,0%,0,1,0%,0.6,-,26:54:00,3.3,153,258,-12,-1334,-538
S07,Quinn Quinn,0,0,0%,,,,,-,00:00,,,,,,
S07,Tryndamere Tryndamere,0,0,0%,,,,,-,00:00,,,,,,
S07,Udyr Udyr,0,0,0%,,,,,-,00:00,,,,,,
S07,Ornn Ornn,0,0,0%,,,,,-,00:00,,,,,,
S07,Zoe Zoe,0,0,0%,,,,,-,00:00,,,,,,
S07,Kaisa Kaisa,0,0,0%,,,,,-,00:00,,,,,,
S07,Pyke Pyke,0,0,0%,,,,,-,00:00,,,,,,
S07,Neeko Neeko,0,0,0%,,,,,-,00:00,,,,,,
S07,Sylas Sylas,0,0,0%,,,,,-,00:00,,,,,,
S07,Yuumi Yuumi,0,0,0%,,,,,-,00:00,,,,,,
S07,Qiyana Qiyana,0,0,0%,,,,,-,00:00,,,,,,
S07,Senna Senna,0,0,0%,,,,,-,00:00,,,,,,
S07,Aphelios Aphelios,0,0,0%,,,,,-,00:00,,,,,,
S07,Sett Sett,0,0,0%,,,,,-,00:00,,,,,,
S07,Lillia Lillia,0,0,0%,,,,,-,00:00,,,,,,
S07,Yone Yone,0,0,0%,,,,,-,00:00,,,,,,
S07,Samira Samira,0,0,0%,,,,,-,00:00,,,,,,
S07,Seraphine Seraphine,0,0,0%,,,,,-,00:00,,,,,,
S07,Rell Rell,0,0,0%,,,,,-,00:00,,,,,,
S07,Viego Viego,0,0,0%,,,,,-,00:00,,,,,,
S07,Gwen Gwen,0,0,0%,,,,,-,00:00,,,,,,
S07,Akshan Akshan,0,0,0%,,,,,-,00:00,,,,,,
S07,Vex Vex,0,0,0%,,,,,-,00:00,,,,,,
S07,Zeri Zeri,0,0,0%,,,,,-,00:00,,,,,,
S07,Renata Glasc Renata Glasc,0,0,0%,,,,,-,00:00,,,,,,
S06,Nidalee Nidalee,404,930,66%,220,184,54%,4,3.3,36:08:00,5,408,382,12.9,579,842
S06,Braum Braum,957,162,55%,457,500,48%,3,3.4,36:47:00,1.3,138,256,5.5,15,-75
S06,RekSai RekSai,787,297,53%,395,392,50%,4.1,4,37:14:00,4.3,287,347,3.2,107,150
S06,Sivir Sivir,764,319,53%,404,360,53%,4.5,3.6,37:03:00,9.6,576,424,-0.4,37,2
S06,Ryze Ryze,266,796,52%,132,134,50%,3,3.8,36:18:00,8.1,470,386,-2,-55,-55
S06,Trundle Trundle,738,301,51%,384,354,52%,3.7,3.6,37:15:00,4.6,213,319,2.8,26,-29
S06,Alistar Alistar,722,264,48%,355,367,49%,3.2,3.4,36:34:00,1.1,89,251,2,-53,2
S06,Lucian Lucian,837,116,47%,407,430,49%,3.8,3.8,36:28:00,9,511,413,5.1,136,91
S06,Vladimir Vladimir,298,640,46%,151,147,51%,4,3.8,36:31:00,8.5,579,388,2.8,12,8
S06,Elise Elise,716,186,44%,335,381,47%,3.2,3.5,37:04:00,3.8,330,340,-8.2,-136,-281
S06,Karma Karma,591,301,44%,277,314,47%,3.5,3.7,36:53:00,2.8,263,290,-3.1,-56,-68
S06,Gragas Gragas,708,182,44%,383,325,54%,3.8,4.2,36:57:00,4.2,312,337,-2.6,-238,-214
S06,Gangplank Gangplank,267,606,43%,132,135,49%,3.4,3.5,37:38:00,8.3,607,422,-4.1,171,-123
S06,Azir Azir,391,402,39%,200,191,51%,3.1,3.2,36:41:00,9,622,398,5.1,49,65
S06,Graves Graves,570,145,35%,260,310,46%,3.3,3.8,36:09:00,5.2,421,365,5,12,53
S06,Lissandra Lissandra,388,324,35%,200,188,52%,3.1,3.2,37:11:00,8.3,442,384,0.3,-20,-91
S06,Poppy Poppy,478,233,35%,250,228,52%,3.5,3.6,36:49:00,6.9,361,358,-5.8,-94,-30
S06,Kindred Kindred,362,330,34%,165,197,46%,2.8,3.7,36:12:00,4.3,367,351,-2.1,-32,-157
S06,Kalista Kalista,336,337,33%,171,165,51%,3.8,3.8,35:15:00,8.6,409,407,-0.4,31,-64
S06,Bard Bard,402,250,32%,208,194,52%,3.4,3.1,36:27:00,0.6,190,262,-8.3,-27,231
S06,Viktor Viktor,521,92,30%,234,287,45%,3.1,3.5,37:52:00,8.9,630,398,0.3,-97,-61
S06,Ekko Ekko,475,134,30%,240,235,51%,3.5,3.9,37:26:00,7.6,423,376,1.2,45,172
S06,Jhin Jhin,477,125,30%,224,253,47%,4.6,3.4,37:32:00,7.9,602,388,-4.3,-153,-76
S06,Shen Shen,283,312,29%,147,136,52%,4.7,3.4,37:11:00,7,312,359,-5.3,-135,-67
S06,Ezreal Ezreal,547,41,29%,259,288,47%,4.2,3.2,36:58:00,8.4,651,395,-2.9,-120,26
S06,Lulu Lulu,220,363,29%,107,113,49%,4.2,4,35:30:00,7.9,398,389,-2.3,93,57
S06,Corki Corki,333,236,28%,162,171,49%,3.7,3.9,36:41:00,9,631,408,5.8,65,69
S06,Ashe Ashe,431,114,27%,238,193,55%,3.8,4,36:14:00,8.4,488,398,-1.1,-17,-32
S06,Gnar Gnar,386,130,25%,188,198,49%,2.8,3.8,36:19:00,7.4,444,368,3.3,51,174
S06,LeBlanc LeBlanc,261,245,25%,142,119,54%,4.1,3,36:01:00,7.8,549,390,1.9,204,139
S06,Maokai Maokai,361,106,23%,179,182,50%,3.4,3.8,36:45:00,7,353,348,-4.8,-167,-213
S06,Tahm Kench Tahm Kench,268,187,22%,134,134,50%,2.8,3.2,37:48:00,2.8,178,284,3,-2,29
S06,Twisted Fate Twisted Fate,163,276,22%,90,73,55%,3.5,2.9,36:28:00,8.1,501,420,-10.3,372,-225
S06,Malzahar Malzahar,174,235,20%,102,72,59%,4,3.7,37:23:00,7.8,653,385,-6.9,-231,69
S06,Thresh Thresh,304,90,19%,158,146,52%,3.2,3.5,36:02:00,1.1,110,249,2,30,29
S06,Fiora Fiora,192,186,19%,94,98,49%,2.3,3,34:43:00,8.2,387,393,2.8,-1,-35
S06,Caitlyn Caitlyn,220,98,16%,110,110,50%,3.2,2.9,37:10:00,8.9,536,404,1.9,-44,-55
S06,Hecarim Hecarim,189,117,15%,93,96,49%,3.5,3.5,36:09:00,4.6,358,357,-2.9,-153,-194
