Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA@15,TD@15,GD@15,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM
Vikings Gaming,S8,VN,34,14.70%,0.61,1640,-418,05:57:00,11.6,18.8,2.4,8.7,32.4,5.9,0.88,31.2,0.15,15.2,0.38,-1.7,-3071,0.32,19.3,31.4,1682,2.9,1.17,1.1
Vivo Keyd,S8,BR,58,56.90%,1.25,1835,99,09:42:00,14.4,11.5,6.8,5.3,62.1,50,1.64,54.4,0.55,59.3,0.43,-0.1,268,0.93,64.4,33.5,1920,3.8,1.4,1.3
Vodafone Giants Gaming,S8,EUW,76,60.50%,1.29,1845,117,08:14:00,13.7,10.6,7.1,5.3,48.7,39.5,1.93,59.3,0.42,51.6,0.66,0.3,559,0.66,62.2,33.6,1998,3.2,1.1,1.24
Wind And Rain,S8,EUW,3,0.00%,0.41,1617,-321,09:28:00,7,17,3,9.7,33.3,33.3,1,26.1,0.33,33.3,0.67,-0.7,-2494,0.33,16.7,32.3,1651,3.7,1.72,1.36
XD Prinfor,S8,PT,12,16.70%,0.51,1583,-344,04:49:00,7,13.8,2.5,8.7,41.7,41.7,0.42,13.2,0.08,8.3,0.25,-1.3,-1770,0.08,11.1,31.1,1415,3.1,1.12,0.98
yng Sharks,S8,PT,12,50.00%,1.01,1779,33,07:11:00,12.2,12.1,6.1,5.5,50,50,1.92,61.9,0.42,45.5,0.67,-0.2,-214,0.83,55.6,31.8,1876,2.7,0.96,1.23
Young Generation,S8,VN,39,53.80%,1.04,1892,39,10:29:00,13.8,13.1,6.5,6.8,56.4,56.4,1.56,48,0.38,48.4,0.54,0.2,591,0.77,54.2,35.6,2156,4.8,1.36,1.85
YouthCrew Esports,S8,TR,70,41.40%,0.87,1774,-59,08:59:00,11.6,13.3,5.6,6.6,47.1,41.4,1.8,50.5,0.49,52.3,0.7,-0.1,-578,0.59,38.7,34.2,1778,3.5,1.11,1.47
Zaga Talent Gaming,S8,LAN,27,14.80%,0.55,1611,-334,09:14:00,7.7,14,3.1,9.1,33.3,3.7,1.22,31.4,0.22,22.2,0.3,-1,-2073,0.52,28.2,32,1579,3.5,1.02,1.17
1907 Fenerbahce,S7,TR,22,63.60%,1.19,1882,121,11:52:00,13.3,11.1,7.5,5.5,31.8,31.8,1.73,51.5,0.23,23.8,0.45,0.1,309,1,65.2,31.6,2046,3.3,0.87,1.31
Afreeca Freecs,S7,KR,108,52.80%,1.04,1814,37,12:32:00,11,10.5,6.5,6,48.1,48.1,2.07,56.2,0.3,55.2,0.46,-0.1,-147,0.74,49.9,32.9,1885,4,1.02,1.55
ahq e-Sports Club,S7,TW,90,64.40%,1.16,1849,148,10:52:00,12.2,10.4,6.8,4.8,51.1,56.7,2,60,0.39,71.4,0.47,0.1,527,0.84,65.9,32.9,1865,3.5,0.9,1.54
Ascension Gaming,S7,SEA,4,0.00%,0.55,1656,-404,15:25:00,11,20,2.5,10.8,-,-,1.75,31.3,0.25,33.3,0.67,-1.3,-1599,0.75,25,30.4,1561,3.6,0.88,1.19
bbq Olivers,S7,KR,99,35.40%,0.9,1727,-114,12:11:00,9.1,10,5,7.3,40.4,41.4,1.71,46.2,0.21,37.5,0.4,-0.4,-404,0.57,33.4,32.5,1741,3.8,1.03,1.31
Big Gods Jackals,S7,NA,37,37.80%,0.8,1703,-122,10:56:00,11.4,14.2,5.2,7.1,43.2,59.5,1.73,47.7,0.3,44,0.54,0.3,-161,0.49,35.8,30,2026,3.4,0.86,1.08
CJ Entus,S7,KR,9,33.30%,0.8,1667,-270,13:53:00,8.1,10.1,3.9,8.1,44.4,44.4,0.89,28.7,0.11,14.3,0.11,0.2,-828,0.67,37.5,31.3,1632,3.6,1.05,1.75
CLG,S7,NA,114,53.50%,1.04,1785,-4,12:14:00,14.6,14.1,6.6,6,57.9,44.7,1.93,53.2,0.18,38.9,0.44,-0.1,-403,0.81,54.2,29.8,1999,3.5,1.15,1.25
CLG Academy,S7,NA,22,27.30%,0.74,1648,-255,06:12:00,10.6,14.3,3.9,7.7,40.9,22.7,1.41,42.8,0.41,42.9,0.55,-0.5,-1165,0.27,32.4,28.9,1813,3.4,1.02,1.09
Cloud 9,S7,NA,129,64.30%,1.29,1851,126,11:44:00,13.9,10.7,7.5,5.4,47.3,45,1.95,54.8,0.3,54.2,0.6,0.3,418,0.91,59.4,31.5,2039,3.5,1.02,1.27
CNB e-Sports Club,S7,BR,28,32.10%,1.04,1698,-92,16:57:00,10.6,10.2,5.2,8.2,42.9,39.3,1.64,36,0.25,41.2,0.36,-0.1,-522,0.79,41,31.3,1817,3.5,1,1.45
Crew e-Sports Club,S7,TR,4,75.00%,1.24,1905,98,14:31:00,21,17,8,5.8,75,50,1.75,38.3,0.25,25,0.25,0,-386,1.5,66.7,31.1,2312,3.3,0.9,1.2
DAN Gaming,S7,CN,38,36.80%,0.7,1728,-131,11:37:00,10,14.2,5.2,7.4,-,-,1.63,42.8,-,-,-,-,-,-,-,30.8,-,-,-,-
Dark Passage,S7,WC,3,0.00%,0.2,1453,-740,23:27:00,5.3,27,0.3,8.7,66.7,-,0,0,0,-,0,-1.7,-5007,0,-,26.1,1613,2.6,0.56,0.55
Delta Fox,S7,NA,33,18.20%,0.62,1664,-280,10:13:00,11.1,18,3.7,8.7,27.3,30.3,1,24.9,0.21,28,0.24,-1.5,-3062,0.39,19.1,29.3,1784,2.9,0.63,0.94
Detonation FocusMe,S7,JP,3,100.00%,2.54,2041,435,13:02:00,20.3,8,10.7,1.3,66.7,33.3,3.33,91.7,0.33,50,0,1.5,2360,1,100,32.8,1936,3.7,1.16,1.55
Dignitas,S7,NA,112,49.10%,0.95,1764,-14,12:13:00,11.7,12.2,6.1,6.6,39.3,46.4,1.92,50.9,0.28,46.3,0.51,-0.3,-420,0.8,48.9,30.6,1832,3.5,0.96,1.27
Dire Wolves,S7,OCE,14,28.60%,0.82,1754,-120,08:00:00,11.1,13.6,4.4,7.9,50,42.9,1.21,39.9,0.36,62.5,0.21,-0.5,-131,0.5,34.5,31.6,1854,3.2,0.87,1.11
Echo Fox,S7,NA,86,36.00%,0.81,1732,-108,12:20:00,11.7,14.4,5.8,7.3,57,39.5,1.67,44.4,0.23,51.3,0.48,-0.1,141,0.65,37.1,30.6,1922,3.5,1.04,1.17
Edward Gaming,S7,CN,107,61.70%,1.29,1845,113,11:35:00,14.1,10.9,7.5,5.1,5.6,5.6,2.13,60.6,0.05,62.5,0.5,0.9,559,0.08,47.7,30.8,2031,3.7,1.31,1.35
eUnited,S7,NA,65,60.00%,1.14,1834,88,10:37:00,14,12.2,6.9,5.2,56.9,44.6,1.6,53.3,0.28,50,0.42,0.1,206,0.78,57.4,31.4,2114,3.3,0.91,1.2
Ever8 Winners,S7,KR,47,27.70%,0.74,1698,-176,11:32:00,8.5,11.5,4.5,7.9,44.7,36.2,1.11,33,0.49,56.1,0.17,-0.9,-1279,0.64,35.9,32.5,1593,3.8,1.21,1.36
eXtreme Gamers,S7,TW,31,19.40%,0.61,1585,-300,12:31:00,7.7,12.7,3.5,8.4,25.8,25.8,1.19,28.7,0,0,0.17,-0.4,-1534,0.35,18.8,29.7,1479,3.7,1.01,1.12
FC Schalke 04,S7,EUW,41,73.20%,1.37,1892,200,08:58:00,12.9,9.4,7.4,4.6,41.5,65.9,1.63,58.2,0.27,37.9,0.34,0.4,753,1.05,72.1,33,1977,3.6,0.91,1.24
Fire Ball,S7,TW,63,22.20%,0.71,1640,-216,10:51:00,9.1,12.9,4,8,39.7,31.7,1.27,37.1,0.27,51.5,0.31,-0.6,-1326,0.48,30.2,30.4,1620,3.6,1.01,1.24
Flash Wolves,S7,TW,105,71.40%,1.68,1868,201,11:39:00,13.3,7.9,8.1,4.1,55.2,69.5,2.11,64.7,0.33,61.4,0.48,0.6,1052,0.85,66.9,32,1947,3.9,1.12,1.39
FlyQuest,S7,NA,107,44.90%,0.83,1757,-70,11:27:00,12.3,14.9,5.9,6.8,45.8,59.8,1.64,45.8,0.21,45.8,0.56,0.1,-96,0.71,48.8,30.4,1955,3.3,0.76,1.2
Fnatic,S7,EUW,112,59.80%,1.33,1847,108,12:23:00,12.7,9.6,7.3,5.9,62.5,49.1,1.83,54.2,0.36,50,0.4,0.3,464,0.87,56.7,32.1,1907,3.6,0.95,1.2
Fnatic Academy,S7,EUW,27,59.30%,1.03,1780,44,13:23:00,12.3,11.9,7.3,6,70.4,44.4,2.19,55.6,0.3,66.7,0.48,-0.4,-292,1,62.2,30.6,1652,3.5,0.9,1.28
Furious Gaming,S7,LAS,6,50.00%,0.98,1737,-48,15:58:00,10.3,10.5,6.7,7.3,50,33.3,3,64.2,0.33,50,0.83,-0.2,-903,1,62.5,31.5,1768,4.4,1.49,1.51
G2 Esports,S7,EUW,126,61.90%,1.15,1834,83,13:04:00,12.5,10.9,7.2,5.6,50.8,55.6,2.09,57.9,0.37,68.7,0.56,0.2,609,0.94,57.3,32.7,2036,3.6,0.97,1.38
Gambit Esports,S7,CIS,40,62.50%,1.1,1806,43,12:11:00,14.8,13.4,6.9,5.6,47.5,42.5,1.85,50.1,0.28,40.7,0.6,0,83,0.98,64.7,30.1,2103,3.7,1.01,1.21
Game Talents,S7,CN,38,28.90%,0.66,1686,-215,13:36:00,11.6,17.5,4.8,8.1,-,-,1.42,35.3,-,-,-,-,-,-,-,30.4,-,-,-,-
Giants,S7,EUW,69,43.50%,0.83,1743,-73,10:36:00,10.4,12.6,5.7,6.7,52.2,37.7,1.43,44,0.2,45.2,0.49,0,-433,0.62,46.5,31.3,1797,3.6,1.08,1.32
GIGABYTE Marines,S7,SEA,39,51.30%,0.99,1833,26,09:21:00,14.7,14.7,6.4,5.8,53.8,43.6,1.74,53.3,0.21,47.1,0.51,0.2,-18,0.54,51.5,31,1967,3.5,1.05,1.38
Gold Coin United,S7,NA,74,62.20%,1.31,1820,105,13:36:00,12.6,9.6,7.4,5.4,52.7,64.9,2.12,57.2,0.34,61,0.45,0.3,720,0.97,66.1,31.5,1993,3.3,0.88,1.33
H2K Gaming,S7,EUW,91,61.50%,1.25,1832,99,11:03:00,14.1,11.2,7.2,5.1,61.5,57.1,1.92,62.9,0.22,44.4,0.51,0.4,577,0.85,61.3,31.1,2031,3.5,1.07,1.36
Hong Kong Attitude,S7,TW,87,48.30%,0.93,1758,-23,12:26:00,10.7,11.5,5.9,6.5,52.9,49.4,1.85,51,0.29,47.2,0.51,-0.1,-184,0.71,45.3,31.6,1863,3.8,1.09,1.44
I May,S7,CN,86,41.90%,0.85,1765,-45,12:59:00,11.7,13.7,5.5,6.9,-,-,1.67,46.9,-,-,-,-,-,-,-,31.6,-,-,-,-
Immortals,S7,NA,112,54.50%,1.04,1838,68,12:13:00,13.6,13.1,6.7,6,56.3,52.7,1.97,55.6,0.32,63.2,0.45,0.2,669,0.86,54.2,31.5,2037,3.7,1.04,1.32
INTZ eSports,S7,BR,36,66.70%,1.14,1832,129,12:07:00,13.4,11.7,7.8,5.2,44.4,63.9,2.28,63.2,0.53,70.4,0.67,0.4,445,1,60.6,30.4,1809,3.7,1.06,1.14
Invictus Gaming,S7,CN,105,55.20%,1.15,1829,67,11:25:00,14.4,12.4,6.6,5.6,-,-,1.84,54.2,-,-,-,-,-,-,-,31.7,-,-,-,-
Isurus Gaming,S7,LAS,13,38.50%,0.75,1717,-186,12:10:00,12.5,16.7,6.2,8.2,23.1,30.8,1.46,35.6,0.46,66.7,0.31,-0.8,-2053,0.69,29.5,29.8,1939,4,1.05,1.2
J Team,S7,TW,88,56.80%,1.15,1798,69,13:07:00,12.7,11,6.8,5.5,43.2,43.2,1.67,52.3,0.22,50,0.42,0.2,458,0.84,57.5,31.4,1976,3.9,1.06,1.3
JD Gaming,S7,CN,38,42.10%,0.82,1754,-85,09:32:00,11.2,13.7,5.3,6.6,-,-,1.63,47.8,-,-,-,-,-,-,-,31.3,-,-,-,-
Jin Air Green Wings,S7,KR,86,40.70%,0.87,1757,-53,15:25:00,10.5,12.1,5.8,7,55.8,48.8,1.66,40.8,0.35,65.2,0.37,0.2,161,0.85,47,32.4,1868,3.9,1.09,1.44
Just Toys Havok,S7,LAN,6,0.00%,0.62,1610,-339,11:17:00,9.5,15.3,3.5,10.5,33.3,33.3,0.67,16.7,0.17,20,0.17,-0.7,-1909,0.33,16.7,29.6,1635,3.8,1.19,1.13
KaBuM! e-Sports,S7,BR,14,21.40%,0.61,1667,-199,14:46:00,10.4,16.8,4.5,8.6,50,28.6,1.29,31.5,0.07,25,0.5,-0.6,-922,0.36,20.2,29.9,1804,3.1,0.78,1.24
Kaos Latin Gamers,S7,LAS,4,25.00%,0.5,1603,-386,06:08:00,5.5,11,3.8,8.5,25,50,0.5,20.8,0.5,50,0.25,-1.3,-2535,0.5,25,29.9,1555,3.4,0.92,0.94
Keyd Stars,S7,BR,44,54.50%,1.11,1785,57,15:39:00,12.2,11,6.9,5.9,50,68.2,2.18,57.1,0.27,52.2,0.5,0.1,544,0.91,57.7,31.8,1728,4.1,1.29,1.53
Kongdoo Monster,S7,KR,66,36.40%,0.77,1730,-117,12:57:00,9.1,11.8,4.8,7.1,34.8,40.9,1.33,37.5,0.03,12.5,0.29,-0.3,-798,0.76,47.2,32.2,1789,3.8,0.95,1.48
KT Rolster,S7,KR,111,63.10%,1.3,1857,126,12:33:00,13.3,10.2,7.8,4.8,58.6,73,1.99,56.8,0.37,70.7,0.52,0.7,1337,0.86,60,32.4,2053,4,1.11,1.5
Legacy eSports,S7,OCE,3,33.30%,0.91,1831,-11,06:58:00,13.3,14.7,5.7,6.7,66.7,66.7,2,58.3,1,100,1,-0.3,-711,0.33,33.3,31,2102,3.3,1.01,1.17
LGD Gaming,S7,CN,77,39.00%,0.8,1755,-82,11:13:00,12.3,15.2,5.5,6.8,-,-,1.64,44.1,-,-,-,-,-,-,-,30.8,-,-,-,-
Longzhu Gaming,S7,KR,102,58.80%,1.15,1838,99,12:15:00,12.4,10.8,6.9,5.2,55.9,56.9,1.96,57,0.29,55.6,0.54,0.3,504,0.85,57.9,32.6,1996,3.8,0.88,1.34
Lyon Gaming,S7,LAN,20,50.00%,1.11,1743,-36,14:03:00,11.3,10.1,6.6,6.3,70,45,1.75,44.4,0.2,28.6,0.45,0.2,277,0.65,50.4,31.2,1759,3.7,1.01,1.37
M19 Team,S7,CIS,49,46.90%,0.96,1781,-5,13:27:00,14.2,14.8,6.2,6.5,55.1,42.9,2.22,56,0.31,44.1,0.55,-0.2,-236,0.76,47.9,29.8,2156,3.4,0.82,1.18
Machi E-Sports,S7,TW,79,48.10%,0.86,1757,-28,12:32:00,11.2,12.9,6.1,6.5,48.1,35.4,1.57,47.1,0.23,41.9,0.4,-0.2,-20,0.7,50.1,31.4,1836,3.6,1.01,1.44
Millenium,S7,EUW,10,30.00%,0.72,1688,-94,12:34:00,9.9,13.7,5.3,6.8,60,80,1.6,48.5,0,-,0.7,0.5,303,0.5,35,30.1,1753,3.3,0.97,1.47
Mineski,S7,SEA,4,0.00%,0.57,1616,-360,06:01:00,11.3,19.8,2,8.8,-,25,1,38.9,0,0,0,-2.5,-3526,0,0,28.7,1360,3,0.72,0.97
Misfits,S7,EUW,97,50.50%,1.19,1790,19,12:15:00,12.5,10.5,6.3,6.4,53.6,50.5,1.89,54.9,0.49,68.6,0.52,-0.1,375,0.73,52,31.6,1826,3.7,1.12,1.44
Misfits Academy,S7,EUW,22,59.10%,1.1,1769,-5,13:20:00,13.6,12.3,6,6.3,59.1,36.4,1.73,43.7,0.23,62.5,0.41,-0.3,-239,0.95,56.8,31.4,1945,3.7,0.97,1.35
MVP,S7,KR,100,41.00%,0.82,1744,-103,13:02:00,10.6,12.9,5.2,7.4,46,46,2.09,51.1,0.26,43.3,0.61,-0.2,-483,0.95,47.3,31.7,1866,3.5,0.86,1.44
Mysterious Monkeys,S7,EUW,36,19.40%,0.59,1661,-223,10:13:00,9,15.3,4.1,7.9,58.3,47.2,1.19,35.4,0.44,47.1,0.33,-0.4,-893,0.47,24.3,30.6,1665,3.6,1.01,1.23
Natus Vincere,S7,CIS,29,27.60%,0.71,1664,-200,13:05:00,10.9,15.2,4.3,8.1,51.7,34.5,1.48,37,0.07,14.3,0.41,-0.6,-688,0.62,30.1,30.2,1879,3.2,0.68,1.19
Newbee,S7,CN,93,47.30%,0.92,1764,-67,12:22:00,12.7,13.8,5.7,6.8,-,-,1.55,42.4,-,-,-,-,-,-,-,31.1,-,-,-,-
Ninjas In Pyjamas,S7,EUW,39,28.20%,0.71,1691,-189,10:51:00,9.2,12.9,4.8,8.2,59,48.7,1.18,34.8,0.62,64.9,0.21,-0.1,-245,0.54,28.9,31,1675,3.6,1.1,1.08
OMG,S7,CN,101,50.50%,0.96,1792,-17,12:36:00,13.2,13.7,6.2,6.3,2,1,2.08,54.2,0.03,75,0.75,-0.3,-906,0.04,33.3,31,1701,3.8,0.98,1.37
Operation Kino,S7,BR,14,28.60%,0.87,1685,-139,15:32:00,12.4,14.4,5.3,7.8,50,35.7,1.93,41.3,0.07,16.7,0.64,-0.6,-867,1,51.3,29.5,1866,3.5,0.81,1.22
Origen,S7,EUW,44,9.10%,0.45,1609,-337,12:17:00,7.4,16.3,3,9.4,20.5,25,1.36,35.4,0.11,26.3,0.32,-0.9,-1677,0.5,23,30.5,1666,3.6,1.04,1.27
Pain Gaming,S7,BR,40,57.50%,1.27,1770,45,14:45:00,11.9,9.4,6.9,6.2,57.5,55,2.4,57.2,0.28,50,0.5,-0.1,207,0.75,51.3,30.9,1851,3.6,1.06,1.36
Paris Saint-Germain,S7,EUW,25,36.00%,0.97,1737,-53,13:07:00,10.9,11.2,5.8,7,56,56,1.44,41.3,0.16,50,0.32,0.6,771,0.68,41,31.6,1861,3.7,1.1,1.36
Phoenix1,S7,NA,117,50.40%,1.03,1762,-11,12:06:00,12.5,12.1,6.2,6.2,48.7,54.7,1.89,52.1,0.28,60,0.54,-0.1,-99,0.79,51.8,30.4,1934,3.6,1.02,1.29
ProGaming eSports,S7,BR,14,57.10%,1.04,1776,39,11:23:00,12.6,12.1,7,5.4,50,57.1,1.43,46.9,0.5,63.6,0.29,0.1,77,0.71,51.2,30.7,1896,3.8,1.16,1.16
QG Reapers,S7,CN,42,54.80%,1.08,1765,8,11:37:00,12.6,11.7,6.2,6,-,-,1.69,45.4,-,-,-,-,-,-,-,30.7,-,-,-,-
Raise Gaming,S7,TW,48,54.20%,1.05,1747,-57,11:55:00,11.6,11,5.7,6,52.1,47.9,1.56,45.2,0.31,36.6,0.46,-0.4,-948,0.79,51.6,31.1,1820,4,1.17,1.25
Rampage,S7,JP,14,21.40%,0.83,1673,-199,09:17:00,10.1,12.2,3.4,8,42.9,28.6,1.21,36.1,0.07,16.7,0.5,-0.9,-1097,0.29,22.2,30.8,1611,3.2,0.83,1.22
Red Bulls,S7,EUW,14,50.00%,1.5,1831,123,12:12:00,12.1,8.1,6.9,5.2,78.6,78.6,2.43,65.5,0.64,69.2,0.5,0.6,1281,0.79,47,31.3,1932,3.9,1.17,1.51
Red Canids,S7,BR,55,69.10%,1.2,1829,123,14:06:00,13.1,10.9,8.4,5.6,65.5,63.6,1.8,52.8,0.33,56.3,0.35,0.5,1103,1.15,64,30.9,1908,3.7,1.06,1.3
Remo Brave e-Sports,S7,BR,14,21.40%,0.8,1657,-174,15:13:00,10.7,13.4,4.7,8.5,35.7,28.6,1.5,35.1,0.07,25,0.43,-0.5,-792,0.5,31.4,29.9,1649,3.3,0.71,1.18
RoX,S7,CIS,29,27.60%,0.78,1696,-151,12:17:00,11.8,15.1,4.8,8,31,34.5,1.62,47.4,0.48,70,0.45,-0.2,-1452,0.52,32.4,29.3,1915,3.4,0.95,1.08
ROX Tigers,S7,KR,98,42.90%,0.86,1771,-78,12:17:00,11.2,12.9,5.8,7.2,42.9,42.9,1.48,40.6,0.2,36.4,0.41,-0.1,-619,0.76,41.5,31.9,1865,3.9,1.04,1.44
Royal Never Give Up,S7,CN,113,64.60%,1.39,1842,121,12:10:00,13.2,9.5,7.4,5.1,6.2,7.1,2.1,57.6,0.08,47.4,0.32,-0.3,-208,0.16,56.1,31.8,1898,3.5,1.05,1.39
Samsung Galaxy,S7,KR,128,68.80%,1.19,1867,128,12:05:00,11,9.3,7.7,4.8,53.1,57,2.02,57.7,0.2,40,0.46,0.2,483,0.88,60,33.7,1972,3.7,1.07,1.51
Sin Gaming,S7,OCE,5,60.00%,0.93,1871,34,13:07:00,17,18.2,7.4,6.2,40,60,0.2,8.3,0.4,50,0,2,2266,0.6,58.3,31.2,1964,3.7,1.2,1.28
SK Telecom T1,S7,KR,139,69.80%,1.34,1888,176,11:02:00,12.6,9.4,7.4,4.8,49.6,49.6,2.19,64.6,0.37,57.1,0.55,0.1,438,0.9,63.6,33.4,1987,3.4,0.79,1.43
Snake Esports,S7,CN,81,39.50%,0.86,1779,-46,12:46:00,11.3,13.1,5.8,7.4,-,-,1.63,45.1,-,-,-,-,-,-,-,32,-,-,-,-
Splyce,S7,EUW,72,51.40%,1.05,1810,19,11:13:00,13.9,13.2,6,6.1,36.1,61.1,1.13,39,0.24,45.9,0.21,0,227,0.56,44.6,31.8,2050,3.6,0.93,1.32
Suning Gaming,S7,CN,43,41.90%,0.99,1776,-37,13:07:00,11,11,5.9,6.7,-,-,1.72,43.4,-,-,-,-,-,-,-,32.4,-,-,-,-
SuperMassive,S7,TR,17,52.90%,0.86,1753,-41,09:35:00,13.2,15.4,6.3,5.6,29.4,64.7,1.94,60.8,0.06,20,0.41,0.4,-381,0.59,51.4,29.3,2072,3.4,0.97,1.25
T Show,S7,BR,14,0.00%,0.36,1555,-409,12:22:00,5.9,16.4,2.1,9.7,14.3,7.1,0.86,22.7,0.07,9.1,0.21,-1.1,-2452,0.14,9.5,30.8,1688,3.5,1.29,1.25
Team Aurora,S7,TR,4,75.00%,1.68,1960,286,05:15:00,17.3,10.3,7.8,3.8,75,25,1.5,60.4,0.5,66.7,0.75,2,3788,0.5,66.7,29.8,2285,3,0.74,1.04
Team EnVyUs,S7,NA,110,40.00%,0.98,1802,12,13:53:00,12,12.2,5.8,6.7,53.6,60.9,1.8,47.5,0.23,53.2,0.38,0.1,714,0.69,42.4,32.8,1901,3.6,1.03,1.53
Team Gates,S7,NA,10,0.00%,0.46,1547,-466,11:27:00,7.2,15.6,1.3,10,50,10,0.9,19.7,0,0,0.3,-1.2,-3467,0.3,9.2,29.8,1393,3.1,0.77,1.05
Team Just Alpha,S7,CIS,33,45.50%,1.04,1741,-49,11:18:00,13.5,12.9,5.6,6.5,51.5,45.5,1.18,32.7,0.39,59.1,0.24,-0.4,-415,0.64,43.8,30,1872,3.4,0.88,1.17
Team Kinguin,S7,EUW,10,30.00%,0.64,1634,-198,11:17:00,9.1,14.3,5.2,7.1,30,30,1.5,45.8,0,0,0.3,-0.2,-1291,0.4,30,29.2,1827,3.8,1.09,1.26
Team Liquid,S7,NA,115,40.00%,0.95,1751,-65,11:10:00,12.5,13.1,5.5,7,53,50.4,1.36,39.8,0.21,43.6,0.38,0,-313,0.57,41.4,30.9,1919,3.6,1.03,1.18
Team oNe eSports,S7,BR,32,56.30%,0.87,1776,-20,10:20:00,10.6,12.1,6.8,6.1,59.4,43.8,2,57.6,0.44,53.8,0.72,-0.4,-505,0.84,49.5,30.7,1792,3.4,1.04,1.03
Team Roccat,S7,EUW,64,43.80%,0.8,1763,-77,12:50:00,11.2,14,6.4,7,42.2,39.1,1.5,44.1,0.16,29.4,0.41,-0.2,-644,0.73,42.6,31.4,1869,3.6,0.98,1.2
Team SoloMid,S7,NA,136,66.90%,1.21,1848,108,11:52:00,14.2,11.7,7.7,5.4,41.2,49.3,2.36,62.8,0.26,50.7,0.63,0,219,0.88,60,31.4,2027,3.7,0.87,1.26
Team Vitality,S7,EUW,59,35.60%,0.81,1707,-136,10:34:00,10.7,13.2,5.2,7.2,59.3,47.5,0.93,30.6,0.2,41.4,0.27,-0.2,-266,0.51,37.4,30.7,1788,3.6,1.2,1.16
Team WE,S7,CN,143,65.00%,1.29,1833,109,10:36:00,13.5,10.4,7.2,5.1,11.9,17.5,1.73,54.1,0.11,53.3,0.34,0.1,367,0.31,66.3,30.8,2048,3.5,0.88,1.28
Tempo Storm,S7,NA,44,59.10%,1.01,1806,75,11:24:00,11.2,11.1,6.9,5.9,56.8,52.3,1.93,56.6,0.43,61.3,0.66,0.4,473,0.77,57.9,31.4,1917,3.4,0.96,1.09
Unicorns Of Love,S7,EUW,96,56.30%,0.97,1809,41,10:47:00,13.7,14,6.7,5.6,35.4,49,1.34,51.7,0.21,40,0.31,0,-424,0.86,58.2,30.7,2012,3.1,0.81,1.12
Unsold Stuff Gaming,S7,JP,3,100.00%,2.12,1938,331,11:08:00,17.7,8.3,9,3.7,66.7,-,2.67,83.3,0.33,50,1,-0.5,-570,0.67,75,32.4,1824,3.7,0.87,1.13
Vaevictis eSports,S7,CIS,42,47.60%,0.79,1759,-63,10:21:00,12.7,16,6,6.7,42.9,61.9,1.76,47.6,0.43,62.1,0.67,0,-251,0.64,42.1,29.5,1977,3.4,0.81,1.2
Vega Squadron,S7,CIS,44,45.50%,0.9,1751,-61,10:40:00,12.2,13.6,6,6.8,50,45.5,1.36,43.6,0.32,50,0.41,-0.2,-435,0.61,46.7,30.4,1975,3.6,0.94,1.16
Vici Gaming,S7,CN,37,35.10%,0.78,1717,-84,12:05:00,10.4,13.3,5,6.9,-,-,1.46,41.8,-,-,-,-,-,-,-,31.9,-,-,-,-
Virtus.pro,S7,CIS,51,52.90%,1.13,1820,113,14:12:00,14.1,12.4,7.4,5.7,64.7,70.6,2.33,60.8,0.33,60.7,0.75,0.5,1209,0.92,56.4,30.9,2080,3.5,1.13,1.41
Wayi Spider,S7,TW,63,25.40%,0.74,1672,-187,13:38:00,9.3,12.5,4.7,8.3,41.3,34.9,1.06,34.4,0.14,27.3,0.19,0,-369,0.46,26.8,30.9,1736,4.2,1.25,1.34
Wind And Rain,S7,EUW,13,30.80%,0.59,1634,-274,12:37:00,7.5,12.7,4.6,8.5,38.5,23.1,1.92,46.4,0.38,41.7,0.77,-1.6,-2585,0.62,25,30.5,1863,3.9,1.3,1.17
Young Generation,S7,SEA,7,28.60%,0.88,1789,-71,09:54:00,8.1,9.3,6.7,7.3,71.4,57.1,1.57,59.4,0.43,42.9,0.43,0.6,856,0.43,25,32.8,1642,3.8,1.17,1.38
Afreeca Freecs,S6,KR,102,47.10%,0.92,1789,-2,12:57:00,10.9,11.8,6.1,6.5,53.9,50,1.89,46.1,0.62,61.5,0.61,0.1,188,0.7,47.4,30.7,1963,3.3,0.7,1.48
ahq eSports,S6,TW,23,60.90%,1.22,1858,145,14:50:00,13.1,10.7,7.4,4.7,56.5,56.5,2.13,57.8,0.35,60,0.52,0.4,869,0.91,65.2,31.3,2118,3.9,0.8,1.54
Albus NoX Luna,S6,WC,22,54.50%,0.94,1772,-3,12:49:00,12.5,13.2,6.2,5.6,50,45.5,1.91,55.2,0.36,66.7,0.55,-0.1,-519,0.77,59,29.4,2235,3.1,0.51,1.16
Apex Gaming,S6,NA,53,47.20%,0.97,1762,-15,13:20:00,12.3,12.6,6.6,6.9,49.1,52.8,2,45.3,0.51,54.2,0.64,0,-108,0.79,45.8,29,1952,3.3,0.68,1.2
Chiefs eSports Club,S6,WC,9,33.30%,0.74,1783,-109,14:10:00,14.3,19.3,5.3,6.9,22.2,55.6,2,55.4,0,0,0.44,-0.4,-889,0.89,42.6,30,2373,3.5,0.86,1.36
