"Name","Season","Region","Games","Win.rate","K.D","GPM","GDM","Game.duration","Kills...game","Deaths...game","Towers.killed","Towers.lost","FB.","FT.","DRAPG","DRA.","HERPG","HER.","DRA.15","TD.15","GD.15","NASHPG","NASH.","CSM","DPM","WPM","VWPM","WCPM","Region_ID"
"CLG Academy",7,"N/A",22,27.3,0.74,1648,-255,372,10.6,14.3,3.9,7.7,40.9,22.7,1.41,42.8,0.41,42.9,0.55,-0.5,-1165,0.27,32.4,28.9,1813,3.4,1.02,1.09,22
"Cloud 9",7,"N/A",129,64.3,1.29,1851,126,704,13.9,10.7,7.5,5.4,47.3,45,1.95,54.8,0.3,54.2,0.6,0.3,418,0.91,59.4,31.5,2039,3.5,1.02,1.27,22
"CNB e-Sports Club",7,"BR",28,32.1,1.04,1698,-92,1017,10.6,10.2,5.2,8.2,42.9,39.3,1.64,36,0.25,41.2,0.36,-0.1,-522,0.79,41,31.3,1817,3.5,1,1.45,2
"Crew e-Sports Club",7,"TR",4,75,1.24,1905,98,871,21,17,8,5.8,75,50,1.75,38.3,0.25,25,0.25,0,-386,1.5,66.7,31.1,2312,3.3,0.9,1.2,32
"DAN Gaming",7,"CN",38,36.8,0.7,1728,-131,697,10,14.2,5.2,7.4,0,0,1.63,42.8,0,0,0,0,0,0,0,30.8,0,0,0,0,5
"Dark Passage",7,"WC",3,0,0.2,1453,-740,1407,5.3,27,0.3,8.7,66.7,0,0,0,0,0,0,-1.7,-5007,0,0,26.1,1613,2.6,0.56,0.55,36
"Delta Fox",7,"N/A",33,18.2,0.62,1664,-280,613,11.1,18,3.7,8.7,27.3,30.3,1,24.9,0.21,28,0.24,-1.5,-3062,0.39,19.1,29.3,1784,2.9,0.63,0.94,22
"Detonation FocusMe",7,"JP",3,100,2.54,2041,435,782,20.3,8,10.7,1.3,66.7,33.3,3.33,91.7,0.33,50,0,1.5,2360,1,100,32.8,1936,3.7,1.16,1.55,15
"Dignitas",7,"N/A",112,49.1,0.95,1764,-14,733,11.7,12.2,6.1,6.6,39.3,46.4,1.92,50.9,0.28,46.3,0.51,-0.3,-420,0.8,48.9,30.6,1832,3.5,0.96,1.27,22
"Dire Wolves",7,"OCE",14,28.6,0.82,1754,-120,480,11.1,13.6,4.4,7.9,50,42.9,1.21,39.9,0.36,62.5,0.21,-0.5,-131,0.5,34.5,31.6,1854,3.2,0.87,1.11,24
"Echo Fox",7,"N/A",86,36,0.81,1732,-108,740,11.7,14.4,5.8,7.3,57,39.5,1.67,44.4,0.23,51.3,0.48,-0.1,141,0.65,37.1,30.6,1922,3.5,1.04,1.17,22
"Edward Gaming",7,"CN",107,61.7,1.29,1845,113,695,14.1,10.9,7.5,5.1,5.6,5.6,2.13,60.6,0.05,62.5,0.5,0.9,559,0.08,47.7,30.8,2031,3.7,1.31,1.35,5
"eUnited",7,"N/A",65,60,1.14,1834,88,637,14,12.2,6.9,5.2,56.9,44.6,1.6,53.3,0.28,50,0.42,0.1,206,0.78,57.4,31.4,2114,3.3,0.91,1.2,22
"Ever8 Winners",7,"KR",47,27.7,0.74,1698,-176,692,8.5,11.5,4.5,7.9,44.7,36.2,1.11,33,0.49,56.1,0.17,-0.9,-1279,0.64,35.9,32.5,1593,3.8,1.21,1.36,17
"eXtreme Gamers",7,"TW",31,19.4,0.61,1585,-300,751,7.7,12.7,3.5,8.4,25.8,25.8,1.19,28.7,0,0,0.17,-0.4,-1534,0.35,18.8,29.7,1479,3.7,1.01,1.12,33
"FC Schalke 04",7,"EUW",41,73.2,1.37,1892,200,538,12.9,9.4,7.4,4.6,41.5,65.9,1.63,58.2,0.27,37.9,0.34,0.4,753,1.05,72.1,33,1977,3.6,0.91,1.24,11
"Fire Ball",7,"TW",63,22.2,0.71,1640,-216,651,9.1,12.9,4,8,39.7,31.7,1.27,37.1,0.27,51.5,0.31,-0.6,-1326,0.48,30.2,30.4,1620,3.6,1.01,1.24,33
"Flash Wolves",7,"TW",105,71.4,1.68,1868,201,699,13.3,7.9,8.1,4.1,55.2,69.5,2.11,64.7,0.33,61.4,0.48,0.6,1052,0.85,66.9,32,1947,3.9,1.12,1.39,33
"FlyQuest",7,"N/A",107,44.9,0.83,1757,-70,687,12.3,14.9,5.9,6.8,45.8,59.8,1.64,45.8,0.21,45.8,0.56,0.1,-96,0.71,48.8,30.4,1955,3.3,0.76,1.2,22
"Fnatic",7,"EUW",112,59.8,1.33,1847,108,743,12.7,9.6,7.3,5.9,62.5,49.1,1.83,54.2,0.36,50,0.4,0.3,464,0.87,56.7,32.1,1907,3.6,0.95,1.2,11
"Fnatic Academy",7,"EUW",27,59.3,1.03,1780,44,803,12.3,11.9,7.3,6,70.4,44.4,2.19,55.6,0.3,66.7,0.48,-0.4,-292,1,62.2,30.6,1652,3.5,0.9,1.28,11
"Furious Gaming",7,"LAS",6,50,0.98,1737,-48,958,10.3,10.5,6.7,7.3,50,33.3,3,64.2,0.33,50,0.83,-0.2,-903,1,62.5,31.5,1768,4.4,1.49,1.51,19
"G2 Esports",7,"EUW",126,61.9,1.15,1834,83,784,12.5,10.9,7.2,5.6,50.8,55.6,2.09,57.9,0.37,68.7,0.56,0.2,609,0.94,57.3,32.7,2036,3.6,0.97,1.38,11
"Gambit Esports",7,"CIS",40,62.5,1.1,1806,43,731,14.8,13.4,6.9,5.6,47.5,42.5,1.85,50.1,0.28,40.7,0.6,0,83,0.98,64.7,30.1,2103,3.7,1.01,1.21,4
"Game Talents",7,"CN",38,28.9,0.66,1686,-215,816,11.6,17.5,4.8,8.1,0,0,1.42,35.3,0,0,0,0,0,0,0,30.4,0,0,0,0,5
"Giants",7,"EUW",69,43.5,0.83,1743,-73,636,10.4,12.6,5.7,6.7,52.2,37.7,1.43,44,0.2,45.2,0.49,0,-433,0.62,46.5,31.3,1797,3.6,1.08,1.32,11
"GIGABYTE Marines",7,"SEA",39,51.3,0.99,1833,26,561,14.7,14.7,6.4,5.8,53.8,43.6,1.74,53.3,0.21,47.1,0.51,0.2,-18,0.54,51.5,31,1967,3.5,1.05,1.38,30
"Gold Coin United",7,"N/A",74,62.2,1.31,1820,105,816,12.6,9.6,7.4,5.4,52.7,64.9,2.12,57.2,0.34,61,0.45,0.3,720,0.97,66.1,31.5,1993,3.3,0.88,1.33,22
"H2K Gaming",7,"EUW",91,61.5,1.25,1832,99,663,14.1,11.2,7.2,5.1,61.5,57.1,1.92,62.9,0.22,44.4,0.51,0.4,577,0.85,61.3,31.1,2031,3.5,1.07,1.36,11
"Hong Kong Attitude",7,"TW",87,48.3,0.93,1758,-23,746,10.7,11.5,5.9,6.5,52.9,49.4,1.85,51,0.29,47.2,0.51,-0.1,-184,0.71,45.3,31.6,1863,3.8,1.09,1.44,33
"I May",7,"CN",86,41.9,0.85,1765,-45,779,11.7,13.7,5.5,6.9,0,0,1.67,46.9,0,0,0,0,0,0,0,31.6,0,0,0,0,5
"Immortals",7,"N/A",112,54.5,1.04,1838,68,733,13.6,13.1,6.7,6,56.3,52.7,1.97,55.6,0.32,63.2,0.45,0.2,669,0.86,54.2,31.5,2037,3.7,1.04,1.32,22
"INTZ eSports",7,"BR",36,66.7,1.14,1832,129,727,13.4,11.7,7.8,5.2,44.4,63.9,2.28,63.2,0.53,70.4,0.67,0.4,445,1,60.6,30.4,1809,3.7,1.06,1.14,2
"Invictus Gaming",7,"CN",105,55.2,1.15,1829,67,685,14.4,12.4,6.6,5.6,0,0,1.84,54.2,0,0,0,0,0,0,0,31.7,0,0,0,0,5
"Isurus Gaming",7,"LAS",13,38.5,0.75,1717,-186,730,12.5,16.7,6.2,8.2,23.1,30.8,1.46,35.6,0.46,66.7,0.31,-0.8,-2053,0.69,29.5,29.8,1939,4,1.05,1.2,19
"J Team",7,"TW",88,56.8,1.15,1798,69,787,12.7,11,6.8,5.5,43.2,43.2,1.67,52.3,0.22,50,0.42,0.2,458,0.84,57.5,31.4,1976,3.9,1.06,1.3,33
"JD Gaming",7,"CN",38,42.1,0.82,1754,-85,572,11.2,13.7,5.3,6.6,0,0,1.63,47.8,0,0,0,0,0,0,0,31.3,0,0,0,0,5
"Jin Air Green Wings",7,"KR",86,40.7,0.87,1757,-53,925,10.5,12.1,5.8,7,55.8,48.8,1.66,40.8,0.35,65.2,0.37,0.2,161,0.85,47,32.4,1868,3.9,1.09,1.44,17
"Just Toys Havok",7,"LAN",6,0,0.62,1610,-339,677,9.5,15.3,3.5,10.5,33.3,33.3,0.67,16.7,0.17,20,0.17,-0.7,-1909,0.33,16.7,29.6,1635,3.8,1.19,1.13,18
"KaBuM! e-Sports",7,"BR",14,21.4,0.61,1667,-199,886,10.4,16.8,4.5,8.6,50,28.6,1.29,31.5,0.07,25,0.5,-0.6,-922,0.36,20.2,29.9,1804,3.1,0.78,1.24,2
"Kaos Latin Gamers",7,"LAS",4,25,0.5,1603,-386,368,5.5,11,3.8,8.5,25,50,0.5,20.8,0.5,50,0.25,-1.3,-2535,0.5,25,29.9,1555,3.4,0.92,0.94,19
"Keyd Stars",7,"BR",44,54.5,1.11,1785,57,939,12.2,11,6.9,5.9,50,68.2,2.18,57.1,0.27,52.2,0.5,0.1,544,0.91,57.7,31.8,1728,4.1,1.29,1.53,2
"Kongdoo Monster",7,"KR",66,36.4,0.77,1730,-117,777,9.1,11.8,4.8,7.1,34.8,40.9,1.33,37.5,0.03,12.5,0.29,-0.3,-798,0.76,47.2,32.2,1789,3.8,0.95,1.48,17
"KT Rolster",7,"KR",111,63.1,1.3,1857,126,753,13.3,10.2,7.8,4.8,58.6,73,1.99,56.8,0.37,70.7,0.52,0.7,1337,0.86,60,32.4,2053,4,1.11,1.5,17
"Legacy eSports",7,"OCE",3,33.3,0.91,1831,-11,418,13.3,14.7,5.7,6.7,66.7,66.7,2,58.3,1,100,1,-0.3,-711,0.33,33.3,31,2102,3.3,1.01,1.17,24
"LGD Gaming",7,"CN",77,39,0.8,1755,-82,673,12.3,15.2,5.5,6.8,0,0,1.64,44.1,0,0,0,0,0,0,0,30.8,0,0,0,0,5
"Longzhu Gaming",7,"KR",102,58.8,1.15,1838,99,735,12.4,10.8,6.9,5.2,55.9,56.9,1.96,57,0.29,55.6,0.54,0.3,504,0.85,57.9,32.6,1996,3.8,0.88,1.34,17
"Lyon Gaming",7,"LAN",20,50,1.11,1743,-36,843,11.3,10.1,6.6,6.3,70,45,1.75,44.4,0.2,28.6,0.45,0.2,277,0.65,50.4,31.2,1759,3.7,1.01,1.37,18
"M19 Team",7,"CIS",49,46.9,0.96,1781,-5,807,14.2,14.8,6.2,6.5,55.1,42.9,2.22,56,0.31,44.1,0.55,-0.2,-236,0.76,47.9,29.8,2156,3.4,0.82,1.18,4
"Machi E-Sports",7,"TW",79,48.1,0.86,1757,-28,752,11.2,12.9,6.1,6.5,48.1,35.4,1.57,47.1,0.23,41.9,0.4,-0.2,-20,0.7,50.1,31.4,1836,3.6,1.01,1.44,33
"Millenium",7,"EUW",10,30,0.72,1688,-94,754,9.9,13.7,5.3,6.8,60,80,1.6,48.5,0,0,0.7,0.5,303,0.5,35,30.1,1753,3.3,0.97,1.47,11
"Mineski",7,"SEA",4,0,0.57,1616,-360,361,11.3,19.8,2,8.8,0,25,1,38.9,0,0,0,-2.5,-3526,0,0,28.7,1360,3,0.72,0.97,30
"Misfits",7,"EUW",97,50.5,1.19,1790,19,735,12.5,10.5,6.3,6.4,53.6,50.5,1.89,54.9,0.49,68.6,0.52,-0.1,375,0.73,52,31.6,1826,3.7,1.12,1.44,11
"Misfits Academy",7,"EUW",22,59.1,1.1,1769,-5,800,13.6,12.3,6,6.3,59.1,36.4,1.73,43.7,0.23,62.5,0.41,-0.3,-239,0.95,56.8,31.4,1945,3.7,0.97,1.35,11
"MVP",7,"KR",100,41,0.82,1744,-103,782,10.6,12.9,5.2,7.4,46,46,2.09,51.1,0.26,43.3,0.61,-0.2,-483,0.95,47.3,31.7,1866,3.5,0.86,1.44,17
"Mysterious Monkeys",7,"EUW",36,19.4,0.59,1661,-223,613,9,15.3,4.1,7.9,58.3,47.2,1.19,35.4,0.44,47.1,0.33,-0.4,-893,0.47,24.3,30.6,1665,3.6,1.01,1.23,11
"Natus Vincere",7,"CIS",29,27.6,0.71,1664,-200,785,10.9,15.2,4.3,8.1,51.7,34.5,1.48,37,0.07,14.3,0.41,-0.6,-688,0.62,30.1,30.2,1879,3.2,0.68,1.19,4
"Newbee",7,"CN",93,47.3,0.92,1764,-67,742,12.7,13.8,5.7,6.8,0,0,1.55,42.4,0,0,0,0,0,0,0,31.1,0,0,0,0,5
"Ninjas In Pyjamas",7,"EUW",39,28.2,0.71,1691,-189,651,9.2,12.9,4.8,8.2,59,48.7,1.18,34.8,0.62,64.9,0.21,-0.1,-245,0.54,28.9,31,1675,3.6,1.1,1.08,11
"OMG",7,"CN",101,50.5,0.96,1792,-17,756,13.2,13.7,6.2,6.3,2,1,2.08,54.2,0.03,75,0.75,-0.3,-906,0.04,33.3,31,1701,3.8,0.98,1.37,5
"Operation Kino",7,"BR",14,28.6,0.87,1685,-139,932,12.4,14.4,5.3,7.8,50,35.7,1.93,41.3,0.07,16.7,0.64,-0.6,-867,1,51.3,29.5,1866,3.5,0.81,1.22,2
"Origen",7,"EUW",44,9.1,0.45,1609,-337,737,7.4,16.3,3,9.4,20.5,25,1.36,35.4,0.11,26.3,0.32,-0.9,-1677,0.5,23,30.5,1666,3.6,1.04,1.27,11
"Pain Gaming",7,"BR",40,57.5,1.27,1770,45,885,11.9,9.4,6.9,6.2,57.5,55,2.4,57.2,0.28,50,0.5,-0.1,207,0.75,51.3,30.9,1851,3.6,1.06,1.36,2
"Paris Saint-Germain",7,"EUW",25,36,0.97,1737,-53,787,10.9,11.2,5.8,7,56,56,1.44,41.3,0.16,50,0.32,0.6,771,0.68,41,31.6,1861,3.7,1.1,1.36,11
"Phoenix1",7,"N/A",117,50.4,1.03,1762,-11,726,12.5,12.1,6.2,6.2,48.7,54.7,1.89,52.1,0.28,60,0.54,-0.1,-99,0.79,51.8,30.4,1934,3.6,1.02,1.29,22
"ProGaming eSports",7,"BR",14,57.1,1.04,1776,39,683,12.6,12.1,7,5.4,50,57.1,1.43,46.9,0.5,63.6,0.29,0.1,77,0.71,51.2,30.7,1896,3.8,1.16,1.16,2
"QG Reapers",7,"CN",42,54.8,1.08,1765,8,697,12.6,11.7,6.2,6,0,0,1.69,45.4,0,0,0,0,0,0,0,30.7,0,0,0,0,5
"Raise Gaming",7,"TW",48,54.2,1.05,1747,-57,715,11.6,11,5.7,6,52.1,47.9,1.56,45.2,0.31,36.6,0.46,-0.4,-948,0.79,51.6,31.1,1820,4,1.17,1.25,33
"Rampage",7,"JP",14,21.4,0.83,1673,-199,557,10.1,12.2,3.4,8,42.9,28.6,1.21,36.1,0.07,16.7,0.5,-0.9,-1097,0.29,22.2,30.8,1611,3.2,0.83,1.22,15
"Red Bulls",7,"EUW",14,50,1.5,1831,123,732,12.1,8.1,6.9,5.2,78.6,78.6,2.43,65.5,0.64,69.2,0.5,0.6,1281,0.79,47,31.3,1932,3.9,1.17,1.51,11
"Red Canids",7,"BR",55,69.1,1.2,1829,123,846,13.1,10.9,8.4,5.6,65.5,63.6,1.8,52.8,0.33,56.3,0.35,0.5,1103,1.15,64,30.9,1908,3.7,1.06,1.3,2
"Remo Brave e-Sports",7,"BR",14,21.4,0.8,1657,-174,913,10.7,13.4,4.7,8.5,35.7,28.6,1.5,35.1,0.07,25,0.43,-0.5,-792,0.5,31.4,29.9,1649,3.3,0.71,1.18,2
"RoX",7,"CIS",29,27.6,0.78,1696,-151,737,11.8,15.1,4.8,8,31,34.5,1.62,47.4,0.48,70,0.45,-0.2,-1452,0.52,32.4,29.3,1915,3.4,0.95,1.08,4
"ROX Tigers",7,"KR",98,42.9,0.86,1771,-78,737,11.2,12.9,5.8,7.2,42.9,42.9,1.48,40.6,0.2,36.4,0.41,-0.1,-619,0.76,41.5,31.9,1865,3.9,1.04,1.44,17
"Royal Never Give Up",7,"CN",113,64.6,1.39,1842,121,730,13.2,9.5,7.4,5.1,6.2,7.1,2.1,57.6,0.08,47.4,0.32,-0.3,-208,0.16,56.1,31.8,1898,3.5,1.05,1.39,5
"Samsung Galaxy",7,"KR",128,68.8,1.19,1867,128,725,11,9.3,7.7,4.8,53.1,57,2.02,57.7,0.2,40,0.46,0.2,483,0.88,60,33.7,1972,3.7,1.07,1.51,17
"Sin Gaming",7,"OCE",5,60,0.93,1871,34,787,17,18.2,7.4,6.2,40,60,0.2,8.3,0.4,50,0,2,2266,0.6,58.3,31.2,1964,3.7,1.2,1.28,24
"SK Telecom T1",7,"KR",139,69.8,1.34,1888,176,662,12.6,9.4,7.4,4.8,49.6,49.6,2.19,64.6,0.37,57.1,0.55,0.1,438,0.9,63.6,33.4,1987,3.4,0.79,1.43,17
"Snake Esports",7,"CN",81,39.5,0.86,1779,-46,766,11.3,13.1,5.8,7.4,0,0,1.63,45.1,0,0,0,0,0,0,0,32,0,0,0,0,5
"Splyce",7,"EUW",72,51.4,1.05,1810,19,673,13.9,13.2,6,6.1,36.1,61.1,1.13,39,0.24,45.9,0.21,0,227,0.56,44.6,31.8,2050,3.6,0.93,1.32,11
"Suning Gaming",7,"CN",43,41.9,0.99,1776,-37,787,11,11,5.9,6.7,0,0,1.72,43.4,0,0,0,0,0,0,0,32.4,0,0,0,0,5
"SuperMassive",7,"TR",17,52.9,0.86,1753,-41,575,13.2,15.4,6.3,5.6,29.4,64.7,1.94,60.8,0.06,20,0.41,0.4,-381,0.59,51.4,29.3,2072,3.4,0.97,1.25,32
"T Show",7,"BR",14,0,0.36,1555,-409,742,5.9,16.4,2.1,9.7,14.3,7.1,0.86,22.7,0.07,9.1,0.21,-1.1,-2452,0.14,9.5,30.8,1688,3.5,1.29,1.25,2
"Team Aurora",7,"TR",4,75,1.68,1960,286,315,17.3,10.3,7.8,3.8,75,25,1.5,60.4,0.5,66.7,0.75,2,3788,0.5,66.7,29.8,2285,3,0.74,1.04,32
"Team EnVyUs",7,"N/A",110,40,0.98,1802,12,833,12,12.2,5.8,6.7,53.6,60.9,1.8,47.5,0.23,53.2,0.38,0.1,714,0.69,42.4,32.8,1901,3.6,1.03,1.53,22
"Team Gates",7,"N/A",10,0,0.46,1547,-466,687,7.2,15.6,1.3,10,50,10,0.9,19.7,0,0,0.3,-1.2,-3467,0.3,9.2,29.8,1393,3.1,0.77,1.05,22
"Team Just Alpha",7,"CIS",33,45.5,1.04,1741,-49,678,13.5,12.9,5.6,6.5,51.5,45.5,1.18,32.7,0.39,59.1,0.24,-0.4,-415,0.64,43.8,30,1872,3.4,0.88,1.17,4
"Team Kinguin",7,"EUW",10,30,0.64,1634,-198,677,9.1,14.3,5.2,7.1,30,30,1.5,45.8,0,0,0.3,-0.2,-1291,0.4,30,29.2,1827,3.8,1.09,1.26,11
"Team Liquid",7,"N/A",115,40,0.95,1751,-65,670,12.5,13.1,5.5,7,53,50.4,1.36,39.8,0.21,43.6,0.38,0,-313,0.57,41.4,30.9,1919,3.6,1.03,1.18,22
"Team oNe eSports",7,"BR",32,56.3,0.87,1776,-20,620,10.6,12.1,6.8,6.1,59.4,43.8,2,57.6,0.44,53.8,0.72,-0.4,-505,0.84,49.5,30.7,1792,3.4,1.04,1.03,2
"Team Roccat",7,"EUW",64,43.8,0.8,1763,-77,770,11.2,14,6.4,7,42.2,39.1,1.5,44.1,0.16,29.4,0.41,-0.2,-644,0.73,42.6,31.4,1869,3.6,0.98,1.2,11
"Team SoloMid",7,"N/A",136,66.9,1.21,1848,108,712,14.2,11.7,7.7,5.4,41.2,49.3,2.36,62.8,0.26,50.7,0.63,0,219,0.88,60,31.4,2027,3.7,0.87,1.26,22
"Team Vitality",7,"EUW",59,35.6,0.81,1707,-136,634,10.7,13.2,5.2,7.2,59.3,47.5,0.93,30.6,0.2,41.4,0.27,-0.2,-266,0.51,37.4,30.7,1788,3.6,1.2,1.16,11
"Team WE",7,"CN",143,65,1.29,1833,109,636,13.5,10.4,7.2,5.1,11.9,17.5,1.73,54.1,0.11,53.3,0.34,0.1,367,0.31,66.3,30.8,2048,3.5,0.88,1.28,5
"Tempo Storm",7,"N/A",44,59.1,1.01,1806,75,684,11.2,11.1,6.9,5.9,56.8,52.3,1.93,56.6,0.43,61.3,0.66,0.4,473,0.77,57.9,31.4,1917,3.4,0.96,1.09,22
"Unicorns Of Love",7,"EUW",96,56.3,0.97,1809,41,647,13.7,14,6.7,5.6,35.4,49,1.34,51.7,0.21,40,0.31,0,-424,0.86,58.2,30.7,2012,3.1,0.81,1.12,11
"Unsold Stuff Gaming",7,"JP",3,100,2.12,1938,331,668,17.7,8.3,9,3.7,66.7,0,2.67,83.3,0.33,50,1,-0.5,-570,0.67,75,32.4,1824,3.7,0.87,1.13,15
"Vaevictis eSports",7,"CIS",42,47.6,0.79,1759,-63,621,12.7,16,6,6.7,42.9,61.9,1.76,47.6,0.43,62.1,0.67,0,-251,0.64,42.1,29.5,1977,3.4,0.81,1.2,4
"Vega Squadron",7,"CIS",44,45.5,0.9,1751,-61,640,12.2,13.6,6,6.8,50,45.5,1.36,43.6,0.32,50,0.41,-0.2,-435,0.61,46.7,30.4,1975,3.6,0.94,1.16,4
"Vici Gaming",7,"CN",37,35.1,0.78,1717,-84,725,10.4,13.3,5,6.9,0,0,1.46,41.8,0,0,0,0,0,0,0,31.9,0,0,0,0,5
"Virtus.pro",7,"CIS",51,52.9,1.13,1820,113,852,14.1,12.4,7.4,5.7,64.7,70.6,2.33,60.8,0.33,60.7,0.75,0.5,1209,0.92,56.4,30.9,2080,3.5,1.13,1.41,4
"Wayi Spider",7,"TW",63,25.4,0.74,1672,-187,818,9.3,12.5,4.7,8.3,41.3,34.9,1.06,34.4,0.14,27.3,0.19,0,-369,0.46,26.8,30.9,1736,4.2,1.25,1.34,33
"Wind And Rain",7,"EUW",13,30.8,0.59,1634,-274,757,7.5,12.7,4.6,8.5,38.5,23.1,1.92,46.4,0.38,41.7,0.77,-1.6,-2585,0.62,25,30.5,1863,3.9,1.3,1.17,11
"Young Generation",7,"SEA",7,28.6,0.88,1789,-71,594,8.1,9.3,6.7,7.3,71.4,57.1,1.57,59.4,0.43,42.9,0.43,0.6,856,0.43,25,32.8,1642,3.8,1.17,1.38,30
"Afreeca Freecs",6,"KR",102,47.1,0.92,1789,-2,777,10.9,11.8,6.1,6.5,53.9,50,1.89,46.1,0.62,61.5,0.61,0.1,188,0.7,47.4,30.7,1963,3.3,0.7,1.48,17
"ahq eSports",6,"TW",23,60.9,1.22,1858,145,890,13.1,10.7,7.4,4.7,56.5,56.5,2.13,57.8,0.35,60,0.52,0.4,869,0.91,65.2,31.3,2118,3.9,0.8,1.54,33
"Albus NoX Luna",6,"WC",22,54.5,0.94,1772,-3,769,12.5,13.2,6.2,5.6,50,45.5,1.91,55.2,0.36,66.7,0.55,-0.1,-519,0.77,59,29.4,2235,3.1,0.51,1.16,36
"Apex Gaming",6,"N/A",53,47.2,0.97,1762,-15,800,12.3,12.6,6.6,6.9,49.1,52.8,2,45.3,0.51,54.2,0.64,0,-108,0.79,45.8,29,1952,3.3,0.68,1.2,22
"Chiefs eSports Club",6,"WC",9,33.3,0.74,1783,-109,850,14.3,19.3,5.3,6.9,22.2,55.6,2,55.4,0,0,0.44,-0.4,-889,0.89,42.6,30,2373,3.5,0.86,1.36,36
"CJ Entus",6,"KR",97,34,0.81,1708,-132,963,9.5,11.7,5.5,7.8,39.2,48.5,1.82,40.5,0.4,38.3,0.4,-0.2,-752,0.76,39.9,30,1830,3.6,0.71,1.54,17
"CLG",6,"N/A",113,55.8,1,1779,17,682,12.6,12.6,6.7,6.2,50.4,57.5,1.94,54.4,0.48,54.9,0.59,0.4,335,0.64,51.7,29.1,2034,3.3,0.65,1.41,22
"Cloud 9",6,"N/A",98,59.2,1.28,1810,85,735,14,10.9,6.9,5.9,54.1,51,1.97,53.8,0.23,37.5,0.5,0,730,0.84,61.3,29.7,2050,3.2,0.64,1.31,22
"Cloud9 Challenger",6,"N/A",3,100,2.19,1964,358,611,22.7,10.3,10,2.3,66.7,66.7,2.33,75,0,0,0,0.7,86,1,66.7,28,2704,2.9,0.63,1.61,22
"Copenhagen Wolves",6,"EUW",5,40,1.12,1731,-88,582,9.6,8.6,5.8,6.8,40,60,1.4,39,1.4,46.7,0.4,0.2,-496,0.6,50,29.2,1777,3.8,0.75,1.61,11
"Dark Passage",6,"WC",12,58.3,0.96,1882,127,689,14.9,15.6,7.2,5.2,50,66.7,1.75,56.1,0.25,37.5,0.58,0.3,364,0.67,52.8,31.8,2245,3.2,0.69,1.29,36
"Dignitas",6,"N/A",24,20.8,0.75,1686,-196,758,10,13.3,5.3,8.4,54.2,58.3,1.33,32.7,0.54,51.7,0.17,0.1,-363,0.58,32.6,28.8,1768,3.2,0.58,1.38,22
"Echo Fox",6,"N/A",70,28.6,0.68,1660,-167,763,8.3,12.3,5.6,8,37.1,45.7,1.66,39,0.46,46.5,0.64,-0.6,-1206,0.43,35.4,28.7,1731,3.2,0.74,1.39,22
"Edward Gaming",6,"CN",98,73.5,1.42,1890,184,712,16.4,11.5,7.7,4.6,4.1,4.1,2.43,63.5,0.02,66.7,0.36,-0.3,-903,0.07,45.5,29.9,1831,3.6,0.84,1.52,5
"Elements",6,"EUW",18,33.3,0.72,1682,-147,743,8.9,12.3,5.4,7.7,50,38.9,2.17,56,0.89,51.2,0.61,-0.2,-652,0.61,53.1,29.4,1768,3.5,0.63,1.47,11
"Energy Pacemaker",6,"CN",39,35.9,0.92,1749,-87,644,12.2,13.2,5.4,6.7,0,0,1.54,44.8,0,0,0,0,0,0,0,29.6,0,0,0,0,5
"EnVyUs",6,"N/A",52,40.4,0.81,1754,-54,804,11.4,14.1,6.2,7.5,36.5,46.2,1.9,45.6,0.35,52.9,0.63,-0.2,-416,0.71,47.8,29.3,2065,3.1,0.64,1.24,22
"ESC Ever",6,"KR",70,44.3,0.84,1733,-78,897,9.4,11.2,5.6,6.8,48.6,60,1.89,45.3,0.19,25.5,0.5,-0.2,-464,0.63,39.8,30.7,1828,3.5,0.76,1.56,17
"FC Schalke 04",6,"EUW",45,37.8,0.89,1715,-118,711,10.2,11.5,5.5,7.4,42.2,60,1.4,35.8,0.11,14.3,0.44,0,-461,0.62,40.9,30,1931,3.2,0.65,1.28,11
"Flash Wolves",6,"TW",41,61,1.39,1800,58,919,13.2,9.5,7.1,5.6,61,68.3,2.41,58.6,0.34,40.6,0.37,0.5,866,0.85,55.4,30.4,1976,3.8,0.89,1.52,33
"Fnatic",6,"EUW",90,47.8,1.01,1797,15,705,11.4,11.3,6.3,6.6,42.2,54.4,1.91,49.3,0.59,52.2,0.52,-0.1,96,0.68,48.2,31,1873,3.5,0.65,1.42,11
"G2 Esports",6,"EUW",86,67.4,1.25,1876,150,659,13.5,10.8,7.8,5.3,41.9,59.3,2,59.8,0.64,61.6,0.6,0.4,889,0.86,64.1,30.5,2132,3.6,0.67,1.28,11
"Game Talents",6,"CN",40,40,0.83,1736,-124,730,13,15.7,5.4,7.2,0,0,1.68,43,0,0,0,0,0,0,0,28.6,0,0,0,0,5
"Giants Gaming",6,"EUW",75,41.3,0.81,1737,-86,611,10.1,12.5,5.8,7.1,46.7,40,1.56,44.5,0.59,55.6,0.55,-0.4,-713,0.68,47.9,29.7,1904,3.5,0.66,1.26,11
"H2k-Gaming",6,"EUW",96,60.4,1.28,1796,67,716,11.9,9.3,7.1,5.7,62.5,64.6,2,56.1,0.44,56,0.53,0.6,902,0.7,51.7,30.1,2000,3.7,0.77,1.46,11
